time	cusps
1	13.6406250681673	-1
2	13.7860324271972	-1
3	13.7860324271972	-1
4	13.8552965495053	-1
5	13.8552965495053	-1
6	13.9331766985409	-1
7	13.9112475687431	-1
8	14.1189576670533	-1
9	13.9868711839417	0
10	14.1189576670533	0
11	14.1189576670533	0
12	14.1479063434295	0
13	14.1526756103383	0
14	14.1526756103383	0
15	14.2580250079532	0
16	14.2580250079532	0
17	14.2927347863849	0
18	14.2927347863849	0
19	14.2927347863849	0
20	14.2927347863849	0
21	14.3181199058981	0
22	14.326459009918	0
23	14.3752256981255	0
24	14.3752256981255	0
25	14.3752256981255	0
26	14.3752256981255	0
27	14.414266566718	1
28	14.437026052392	0
29	14.5094966227382	1
30	14.5164693214312	0
31	14.5164693214312	0
32	14.530271254148	0
33	14.5506222734541	0
34	14.5868714747457	1
35	14.5868714747457	1
36	14.6155492436807	0
37	14.6155492436807	0
38	14.664469953289	1
39	14.664469953289	1
40	14.6763055258473	1
41	14.6763055258473	1
42	14.6763055258473	1
43	14.7193548563529	1
44	14.7193548563529	1
45	14.7193548563529	1
46	14.7193548563529	1
47	14.7442141688469	1
48	14.7550385481315	1
49	14.7550385481315	1
50	14.760400110068	1
51	14.7918786819856	1
52	14.7944495715056	1
53	14.7944495715056	1
54	14.8071863139718	1
55	14.8071863139718	1
56	14.8071863139718	1
57	14.8172364313715	1
58	14.8222157751153	1
59	14.8466653929177	1
60	14.8466653929177	1
61	14.8562411590465	1
62	14.9024500605824	1
63	14.9069232400042	1
64	14.9069232400042	1
65	14.9201911248087	1
66	14.9418316505311	1
67	14.9753718186695	1
68	14.9753718186695	1
69	14.979480816835	1
70	14.979480816835	1
71	15.0057950538606	1
72	15.0057950538606	1
73	15.0057950538606	1
74	15.0057950538606	1
75	15.0470872897174	1
76	15.0470872897174	1
77	15.0470872897174	1
78	15.0891660208698	1
79	15.1938006194863	1
80	15.1938006194863	2
81	15.3246556814607	1
82	15.3246556814607	2
83	15.3246556814607	1
84	15.350153559003	1
85	15.3541036073539	1
86	15.3699721527094	2
87	15.3739558144046	2
88	15.3739558144046	2
89	15.3839426815233	2
90	15.3839426815233	2
91	15.3839426815233	1
92	15.3839426815233	1
93	15.3859446974675	2
94	15.3859446974675	2
95	15.3859446974675	2
96	15.3859446974675	2
97	15.5001124473561	1
98	15.5001124473561	2
99	15.5001124473561	1
100	15.5001124473561	2
101	15.533312064867	2
102	15.6128126933108	2
103	15.6212200465564	2
104	15.6212200465564	2
105	15.6380503404032	2
106	15.6380503404032	2
107	15.6548981079508	2
108	15.6591123259003	2
109	15.663327335805	2
110	15.663327335805	2
111	15.6801941360976	2
112	15.6801941360976	2
113	15.6801941360976	2
114	15.6801941360976	2
115	15.6844122410458	2
116	15.6844122410458	2
117	15.8403650155782	2
118	15.8403650155782	2
119	15.8697366912587	2
120	15.8697366912587	2
121	15.8906730094003	2
122	15.9220034376611	2
123	15.9220034376611	2
124	15.9240888059568	2
125	15.9240888059568	2
126	15.9365919235859	2
127	15.9365919235859	2
128	15.9532378701933	2
129	15.9532378701933	2
130	16.0524580817838	2
131	16.0606716474916	2
132	16.0606716474916	2
133	16.1301140850621	2
134	16.1301140850621	2
135	16.1301140850621	2
136	16.1544566396245	2
137	16.1544566396245	2
138	16.1544566396245	2
139	16.1544566396245	2
140	16.2189190903322	2
141	16.2489011102489	2
142	16.2489011102489	2
143	16.2489011102489	2
144	16.3379008994585	2
145	16.3379008994585	2
146	16.3496568796437	2
147	16.3574793930787	2
148	16.4427296024709	3
149	16.4427296024709	3
150	16.4427296024709	3
151	16.4676317538565	5
152	16.4676317538565	5
153	16.4676317538565	5
154	16.4676317538565	5
155	16.4695418197548	3
156	16.4695418197548	3
157	16.4771742114786	4
158	16.4809856757506	3
159	16.4809856757506	3
160	16.552797817158	3
161	16.552797817158	3
162	16.5919832117414	4
163	16.595696358728	3
164	16.595696358728	3
165	16.6491664280703	5
166	16.6491664280703	5
167	16.6491664280703	5
168	16.6491664280703	5
169	16.6710878496751	5
170	16.6710878496751	3
171	16.6783682702574	4
172	16.6783682702574	5
173	16.849041242878	6
174	16.849041242878	6
175	16.8559820485491	6
176	16.8559820485491	6
177	16.929726309621	6
178	16.929726309621	6
179	17.0381693712306	5
180	17.0381693712306	5
181	17.0512635418139	6
182	17.0512635418139	5
183	17.1222913949603	6
184	17.1222913949603	6
185	17.1587533070513	6
186	17.1587533070513	6
187	17.1587533070513	6
188	17.1885295354858	6
189	17.1885295354858	6
190	17.1978678818312	6
191	17.4363138791547	6
192	17.5126698173071	6
193	17.5238238462113	6
194	17.5238238462113	6
195	17.625190038591	6
196	17.6560636580998	6
197	17.6560636580998	6
198	17.6600695983694	6
199	17.6600695983694	6
200	17.7209060848303	6
201	17.7209060848303	6
202	17.8848394803044	6
203	17.8848394803044	6
204	17.8848394803044	6
205	17.8848394803044	6
206	17.8998383337699	6
207	17.8998383337699	6
208	17.9098047045084	6
209	17.9098047045084	6
210	17.9098047045084	6
211	17.9543362457658	6
212	18.0322789764451	6
213	18.0694903219197	6
214	18.2184199678762	6
215	18.2184199678762	6
216	15.2879642370615	2
217	15.6296327632576	2
218	15.6296327632576	2
219	16.2149099580326	2
220	16.0893477695589	2
