times	variable	value	jaw	species	type
10	0.0162126058834762	pred.ham.md	400.560299847026	md	ham	4 curves
11	0.129125117648307	pred.ham.md	397.370030759069	md	ham	4 curves
12	0.242037629413138	pred.ham.md	394.812725652418	md	ham	4 curves
13	0.354950141177968	pred.ham.md	392.863097038703	md	ham	4 curves
14	0.467862652942799	pred.ham.md	391.498971555584	md	ham	4 curves
15	0.58077516470763	pred.ham.md	390.701020980144	md	ham	4 curves
16	0.69368767647246	pred.ham.md	390.452522370264	md	ham	4 curves
17	0.806600188237291	pred.ham.md	390.739143746119	md	ham	4 curves
18	0.919512700002122	pred.ham.md	391.548752153782	md	ham	4 curves
19	1.03242521176695	pred.ham.md	392.871241323043	md	ham	4 curves
20	1.14533772353178	pred.ham.md	394.698376450335	md	ham	4 curves
21	1.25825023529661	pred.ham.md	397.02365391233	md	ham	4 curves
22	1.37116274706144	pred.ham.md	399.842173952439	md	ham	4 curves
23	1.48407525882628	pred.ham.md	403.150524586312	md	ham	4 curves
24	1.59698777059111	pred.ham.md	406.946675148036	md	ham	4 curves
25	1.70990028235594	pred.ham.md	411.229878049946	md	ham	4 curves
26	1.82281279412077	pred.ham.md	416.00057745902	md	ham	4 curves
27	1.9357253058856	pred.ham.md	421.260323704814	md	ham	4 curves
28	2.04863781765043	pred.ham.md	427.011692330102	md	ham	4 curves
29	2.16155032941526	pred.ham.md	433.258206778226	md	ham	4 curves
30	2.27446284118009	pred.ham.md	440.004263782419	md	ham	4 curves
31	2.38737535294492	pred.ham.md	447.255060583891	md	ham	4 curves
32	2.50028786470975	pred.ham.md	455.016523158693	md	ham	4 curves
33	2.61320037647458	pred.ham.md	463.295234679815	md	ham	4 curves
34	2.72611288823941	pred.ham.md	472.098363481771	md	ham	4 curves
35	2.83902540000424	pred.ham.md	481.433589831399	md	ham	4 curves
36	2.95193791176907	pred.ham.md	491.30903084169	md	ham	4 curves
37	3.0648504235339	pred.ham.md	501.733162896339	md	ham	4 curves
38	3.17776293529874	pred.ham.md	512.714740982264	md	ham	4 curves
39	3.29067544706357	pred.ham.md	524.26271435655	md	ham	4 curves
40	3.4035879588284	pred.ham.md	536.38613800404	md	ham	4 curves
41	3.51650047059323	pred.ham.md	549.094079373036	md	ham	4 curves
42	3.62941298235806	pred.ham.md	562.395519910117	md	ham	4 curves
43	3.74232549412289	pred.ham.md	576.299250951813	md	ham	4 curves
44	3.85523800588772	pred.ham.md	590.813763571639	md	ham	4 curves
45	3.96815051765255	pred.ham.md	605.947132026564	md	ham	4 curves
46	4.08106302941738	pred.ham.md	621.706890498257	md	ham	4 curves
47	4.19397554118221	pred.ham.md	638.099902882086	md	ham	4 curves
48	4.30688805294704	pred.ham.md	655.132225441641	md	ham	4 curves
49	4.41980056471187	pred.ham.md	672.808962219233	md	ham	4 curves
50	4.5327130764767	pred.ham.md	691.134113173928	md	ham	4 curves
51	4.64562558824153	pred.ham.md	710.11041510888	md	ham	4 curves
52	4.75853810000637	pred.ham.md	729.739175549405	md	ham	4 curves
53	4.8714506117712	pred.ham.md	750.020099842881	md	ham	4 curves
54	4.98436312353603	pred.ham.md	770.951111871271	md	ham	4 curves
55	5.09727563530086	pred.ham.md	792.528168897065	md	ham	4 curves
56	5.21018814706569	pred.ham.md	814.745071203604	md	ham	4 curves
57	5.32310065883052	pred.ham.md	837.593267340794	md	ham	4 curves
58	5.43601317059535	pred.ham.md	861.061655946684	md	ham	4 curves
59	5.54892568236018	pred.ham.md	885.136385283574	md	ham	4 curves
60	5.66183819412501	pred.ham.md	909.800651803117	md	ham	4 curves
61	5.77475070588984	pred.ham.md	935.034499237158	md	ham	4 curves
62	5.88766321765467	pred.ham.md	960.814619898072	md	ham	4 curves
63	6.0005757294195	pred.ham.md	987.114160062224	md	ham	4 curves
64	6.11348824118433	pred.ham.md	1013.90253150062	md	ham	4 curves
65	6.22640075294916	pred.ham.md	1041.14523140923	md	ham	4 curves
66	6.339313264714	pred.ham.md	1068.80367317465	md	ham	4 curves
67	6.45222577647883	pred.ham.md	1096.83503058564	md	ham	4 curves
68	6.56513828824366	pred.ham.md	1125.19209826379	md	ham	4 curves
69	6.67805080000849	pred.ham.md	1153.82317123271	md	ham	4 curves
70	6.79096331177332	pred.ham.md	1182.67194667149	md	ham	4 curves
71	6.90387582353815	pred.ham.md	1211.67745099805	md	ham	4 curves
72	7.01678833530298	pred.ham.md	1240.77399549964	md	ham	4 curves
73	7.12970084706781	pred.ham.md	1269.89116376233	md	ham	4 curves
74	7.24261335883264	pred.ham.md	1298.95383414808	md	ham	4 curves
75	7.35552587059747	pred.ham.md	1327.8822405178	md	ham	4 curves
76	7.4684383823623	pred.ham.md	1356.59207430047	md	ham	4 curves
77	7.58135089412713	pred.ham.md	1384.9946308544	md	ham	4 curves
78	7.69426340589196	pred.ham.md	1412.9970028549	md	ham	4 curves
79	7.80717591765679	pred.ham.md	1440.50232316833	md	ham	4 curves
80	7.92008842942163	pred.ham.md	1467.41005933285	md	ham	4 curves
81	8.03300094118645	pred.ham.md	1493.61636135947	md	ham	4 curves
82	8.14591345295129	pred.ham.md	1519.01446409152	md	ham	4 curves
83	8.25882596471612	pred.ham.md	1543.49514481696	md	ham	4 curves
84	8.37173847648095	pred.ham.md	1566.94723621683	md	ham	4 curves
85	8.48465098824578	pred.ham.md	1589.25819405795	md	ham	4 curves
86	8.59756350001061	pred.ham.md	1610.31471830271	md	ham	4 curves
87	8.71047601177544	pred.ham.md	1630.00342551914	md	ham	4 curves
