"date_litter","stage","weight","species","confidence"
"30/09/2009",13,127,"mus","yes"
"30/09/2009",13,114,"mus","yes"
"30/09/2009",13,114,"mus","yes"
"30/09/2009",13,115,"mus","yes"
"30/09/2009",13,114,"mus","yes"
"30/09/2009",13,136,"mus","yes"
"30/09/2009",13,133,"mus","yes"
"30/09/2009",13,107,"mus","yes"
"30/09/2009",13,110,"mus","yes"
"30/09/2009",13,104,"mus","yes"
"09/10/2012","13.25",164,"mus","yes"
"09/10/2012","13.25",156,"mus","yes"
"09/10/2012","13.25",150,"mus","yes"
"09/10/2012","13.25",155,"mus","yes"
"09/10/2012","13.25",156,"mus","yes"
"09/10/2012","13.25",150,"mus","yes"
"09/10/2012","13.25",143,"mus","yes"
"09/10/2012","13.25",148,"mus","yes"
"09/10/2012","13.25",146,"mus","yes"
"09/10/2012","13.25",148,"mus","yes"
"09/10/2012","13.25",137,"mus","yes"
"04/02/2009","13.25",142,"mus","yes"
"04/02/2009","13.25",140,"mus","yes"
"04/02/2009","13.25",144,"mus","yes"
"04/02/2009","13.25",142,"mus","yes"
"04/02/2009","13.25",144,"mus","yes"
"04/02/2009","13.25",134,"mus","yes"
"04/02/2009","13.25",135,"mus","yes"
"04/02/2009","13.25",137,"mus","yes"
"04/02/2009","13.25",134,"mus","yes"
"04/02/2009","13.25",131,"mus","yes"
"04/02/2009","13.25",137,"mus","yes"
"04/02/2009","13.25",150,"mus","yes"
"04/02/2009","13.25",121,"mus","yes"
"04/02/2009","13.25",129,"mus","yes"
"04/02/2009","13.25",129,"mus","yes"
"04/02/2009","13.25",127,"mus","yes"
"26/09/2012","13.25",152,"mus","yes"
"26/09/2012","13.25",157,"mus","yes"
"26/09/2012","13.25",151,"mus","yes"
"26/09/2012","13.25",143,"mus","yes"
"26/09/2012","13.25",130,"mus","yes"
"13/10/2011","13.5",135,"mus","yes"
"13/10/2011","13.5",134,"mus","yes"
"13/10/2011","13.5",139,"mus","yes"
"13/10/2011","13.5",178,"mus","yes"
"13/10/2011","13.5",172,"mus","yes"
"13/10/2011","13.5",176,"mus","yes"
"13/10/2011","13.5",170,"mus","yes"
"13/10/2011","13.5",178,"mus","yes"
"13/10/2011","13.5",166,"mus","yes"
"13/10/2011","13.5",162,"mus","yes"
"13/10/2011","13.5",165,"mus","yes"
"13/10/2011","13.5",119,"mus","yes"
"19/07/2011","13.5",172,"mus","yes"
"19/07/2011","13.5",177,"mus","yes"
