"date_litter","stage","weight","species","confidence"
"19/07/2011","13.5",172,"mus","yes"
"19/07/2011","13.5",175,"mus","yes"
"19/07/2011","13.5",179,"mus","yes"
"19/07/2011","13.5",180,"mus","yes"
"19/07/2011","13.5",184,"mus","yes"
"19/07/2011","13.5",186,"mus","yes"
"19/07/2011","13.5",168,"mus","yes"
"19/07/2011","13.5",165,"mus","yes"
"19/07/2011","13.5",151,"mus","yes"
"19/07/2011","13.5",163,"mus","yes"
"19/07/2011","13.5",149,"mus","yes"
"19/07/2011","13.5",142,"mus","yes"
"19/07/2011","13.5",146,"mus","yes"
"15/10/2009","13.5",180,"mus","yes"
"15/10/2009","13.5",189,"mus","yes"
"15/10/2009","13.5",186,"mus","yes"
"15/10/2009","13.5",200,"mus","yes"
"15/10/2009","13.5",201,"mus","yes"
"15/10/2009","13.5",205,"mus","yes"
"15/10/2009","13.5",195,"mus","yes"
"15/10/2009","13.5",199,"mus","yes"
"15/10/2009","13.5",195,"mus","yes"
"15/10/2009","13.5",177,"mus","yes"
"15/10/2009","13.5",173,"mus","yes"
"15/10/2009","13.5",178,"mus","yes"
"15/10/2009","13.5",165,"mus","yes"
"01/10/2009","13.5",163,"mus","yes"
"01/10/2009","13.5",165,"mus","yes"
"01/10/2009","13.5",165,"mus","yes"
"01/10/2009","13.5",167,"mus","yes"
"01/10/2009","13.5",172,"mus","yes"
"01/10/2009","13.5",172,"mus","yes"
"01/10/2009","13.5",174,"mus","yes"
"01/10/2009","13.5",157,"mus","yes"
"16/12/2008","13.5",139,"mus","yes"
"16/12/2008","13.5",136,"mus","yes"
"16/12/2008","13.5",131,"mus","yes"
"16/12/2008","13.5",134,"mus","yes"
"16/12/2008","13.5",158,"mus","yes"
"16/12/2008","13.5",156,"mus","yes"
"16/12/2008","13.5",155,"mus","yes"
"16/12/2008","13.5",158,"mus","yes"
"16/12/2008","13.5",150,"mus","yes"
"16/12/2008","13.5",152,"mus","yes"
"16/12/2008","13.5",123,"mus","yes"
"16/12/2008","13.5",173,"mus","yes"
"13/02/2012",14,206,"mus","yes"
"13/02/2012",14,209,"mus","yes"
"13/02/2012",14,199,"mus","yes"
"13/02/2012",14,195,"mus","yes"
"13/02/2012",14,193,"mus","yes"
"13/02/2012",14,198,"mus","yes"
"13/02/2012",14,194,"mus","yes"
"13/02/2012",14,197,"mus","yes"
"13/02/2012",14,227,"mus","yes"
"13/02/2012",14,223,"mus","yes"
"13/02/2012",14,227,"mus","yes"
"13/02/2012",14,215,"mus","yes"
"13/02/2012",14,218,"mus","yes"
"13/02/2012",14,213,"mus","yes"
"13/02/2012",14,216,"mus","yes"
"27/10/2009",14,213,"mus","yes"
"27/10/2009",14,218,"mus","yes"
"27/10/2009",14,212,"mus","yes"
"27/10/2009",14,214,"mus","yes"
"27/10/2009",14,226,"mus","yes"
"27/10/2009",14,222,"mus","yes"
"27/10/2009",14,204,"mus","yes"
"27/10/2009",14,206,"mus","yes"
"27/10/2009",14,207,"mus","yes"
"27/10/2009",14,203,"mus","yes"
"27/10/2009",14,195,"mus","yes"
"27/10/2009",14,197,"mus","yes"
"27/10/2009",14,159,"mus","yes"
"22/10/2009",14,205,"mus","yes"
"22/10/2009",14,202,"mus","yes"
"22/10/2009",14,202,"mus","yes"
"22/10/2009",14,207,"mus","yes"
"22/10/2009",14,203,"mus","yes"
"22/10/2009",14,201,"mus","yes"
"22/10/2009",14,186,"mus","yes"
"22/10/2009",14,189,"mus","yes"
"22/10/2009",14,217,"mus","yes"
"22/10/2009",14,219,"mus","yes"
"22/10/2009",14,196,"mus","yes"
"22/10/2009",14,194,"mus","yes"
"29/09/2009",14,192,"mus","yes"
"29/09/2009",14,194,"mus","yes"
"29/09/2009",14,210,"mus","yes"
"29/09/2009",14,212,"mus","yes"
"29/09/2009",14,221,"mus","yes"
"29/09/2009",14,224,"mus","yes"
"29/09/2009",14,219,"mus","yes"
"29/09/2009",14,222,"mus","yes"
"29/09/2009",14,220,"mus","yes"
"29/09/2009",14,225,"mus","yes"
"29/09/2009",14,239,"mus","yes"
"29/09/2009",14,242,"mus","yes"
"29/09/2009",14,239,"mus","yes"
"29/09/2009",14,230,"mus","yes"
"15/06/2011","14.5",246,"mus","yes"
"15/06/2011","14.5",247,"mus","yes"
"15/06/2011","14.5",241,"mus","yes"
"15/06/2011","14.5",249,"mus","yes"
"15/06/2011","14.5",204,"mus","yes"
"15/06/2011","14.5",199,"mus","yes"
"15/06/2011","14.5",209,"mus","yes"
"15/06/2011","14.5",252,"mus","yes"
"15/06/2011","14.5",252,"mus","yes"
"15/06/2011","14.5",188,"mus","yes"
"15/06/2011","14.5",263,"mus","yes"
"15/06/2011","14.5",265,"mus","yes"
"15/06/2011","14.5",236,"mus","yes"
"15/06/2011","14.5",228,"mus","yes"
"15/06/2011","14.5",169,"mus","yes"
"15/06/2011","14.5",219,"mus","yes"
"15/06/2011","14.5",214,"mus","yes"
"03/12/2009","14.5",304,"mus","yes"
"03/12/2009","14.5",345,"mus","yes"
"03/12/2009","14.5",377,"mus","yes"
"03/12/2009","14.5",325,"mus","yes"
"03/12/2009","14.5",328,"mus","yes"
"03/12/2009","14.5",327,"mus","yes"
"03/12/2009","14.5",354,"mus","yes"
"03/12/2009","14.5",354,"mus","yes"
"03/12/2009","14.5",356,"mus","yes"
"03/12/2009","14.5",365,"mus","yes"
"07/10/2009","14.5",264,"mus","yes"
"07/10/2009","14.5",266,"mus","yes"
"07/10/2009","14.5",262,"mus","yes"
"07/10/2009","14.5",258,"mus","yes"
"07/10/2009","14.5",257,"mus","yes"
"07/10/2009","14.5",270,"mus","yes"
"07/10/2009","14.5",274,"mus","yes"
"07/10/2009","14.5",232,"mus","yes"
"07/10/2009","14.5",234,"mus","yes"
"07/10/2009","14.5",236,"mus","yes"
"07/10/2009","14.5",283,"mus","yes"
"07/10/2009","14.5",189,"mus","yes"
"07/10/2009","14.5",243,"mus","yes"
"15/07/2009","14.5",283,"mus","yes"
"15/07/2009","14.5",288,"mus","yes"
"15/07/2009","14.5",288,"mus","yes"
"15/07/2009","14.5",280,"mus","yes"
"15/07/2009","14.5",295,"mus","yes"
"15/07/2009","14.5",320,"mus","yes"
"15/07/2009","14.5",312,"mus","yes"
"15/07/2009","14.5",245,"mus","yes"
"15/07/2009","14.5",265,"mus","yes"
"15/07/2009","14.5",263,"mus","yes"
"15/07/2009","14.5",265,"mus","yes"
"30/06/2009","14.5",266,"mus","yes"
"30/06/2009","14.5",262,"mus","yes"
"30/06/2009","14.5",272,"mus","yes"
"30/06/2009","14.5",274,"mus","yes"
"30/06/2009","14.5",247,"mus","yes"
"30/06/2009","14.5",245,"mus","yes"
"30/06/2009","14.5",240,"mus","yes"
"30/06/2009","14.5",242,"mus","yes"
"30/06/2009","14.5",235,"mus","yes"
"30/06/2009","14.5",234,"mus","yes"
"30/06/2009","14.5",258,"mus","yes"
"30/06/2009","14.5",223,"mus","yes"
"30/06/2009","14.5",220,"mus","yes"
"18/11/2010",15,313,"mus","yes"
"18/11/2010",15,308,"mus","yes"
"18/11/2010",15,292,"mus","yes"
"18/11/2010",15,298,"mus","yes"
"18/11/2010",15,294,"mus","yes"
"18/11/2010",15,287,"mus","yes"
"18/11/2010",15,286,"mus","yes"
"18/11/2010",15,279,"mus","yes"
"18/11/2010",15,254,"mus","yes"
"18/11/2010",15,262,"mus","yes"
"18/11/2010",15,343,"mus","yes"
"18/11/2010",15,351,"mus","yes"
"18/11/2010",15,204,"mus","yes"
"18/11/2010",15,328,"mus","yes"
"18/11/2010",15,243,"mus","yes"
"15/10/2010",15,322,"mus","yes"
"15/10/2010",15,320,"mus","yes"
"15/10/2010",15,325,"mus","yes"
"15/10/2010",15,324,"mus","yes"
"15/10/2010",15,342,"mus","yes"
"15/10/2010",15,347,"mus","yes"
"15/10/2010",15,345,"mus","yes"
"15/10/2010",15,301,"mus","yes"
"15/10/2010",15,300,"mus","yes"
"15/10/2010",15,298,"mus","yes"
"15/10/2010",15,370,"mus","yes"
"06/08/2008",15,318,"mus","yes"
"06/08/2008",15,312,"mus","yes"
"06/08/2008",15,333,"mus","yes"
"06/08/2008",15,323,"mus","yes"
"06/08/2008",15,325,"mus","yes"
"06/08/2008",15,327,"mus","yes"
"06/08/2008",15,329,"mus","yes"
"06/08/2008",15,329,"mus","yes"
"06/08/2008",15,327,"mus","yes"
"06/08/2008",15,327,"mus","yes"
"06/08/2008",15,382,"mus","yes"
"06/08/2008",15,305,"mus","yes"
"06/08/2008",15,281,"mus","yes"
"13/06/2008",15,375,"mus","yes"
"13/06/2008",15,379,"mus","yes"
"13/06/2008",15,372,"mus","yes"
"13/06/2008",15,377,"mus","yes"
"13/06/2008",15,373,"mus","yes"
"13/06/2008",15,402,"mus","yes"
"13/06/2008",15,397,"mus","yes"
"13/06/2008",15,396,"mus","yes"
"13/06/2008",15,390,"mus","yes"
"13/06/2008",15,368,"mus","yes"
"13/06/2008",15,405,"mus","yes"
"13/06/2008",15,406,"mus","yes"
"13/06/2008",15,402,"mus","yes"
"13/06/2008",15,330,"mus","yes"
"20/02/2013","15.5",439,"mus","yes"
"20/02/2013","15.5",564,"mus","yes"
"20/02/2013","15.5",493,"mus","yes"
"20/02/2013","15.5",547,"mus","yes"
"14/10/2010","15.5",573,"mus","yes"
"14/10/2010","15.5",566,"mus","yes"
"14/10/2010","15.5",581,"mus","yes"
"14/10/2010","15.5",557,"mus","yes"
"14/10/2010","15.5",552,"mus","yes"
"14/10/2010","15.5",548,"mus","yes"
"14/10/2010","15.5",519,"mus","yes"
"14/10/2010","15.5",482,"mus","yes"
"14/10/2010","15.5",454,"mus","yes"
"21/07/2010","15.5",598,"mus","yes"
"21/07/2010","15.5",627,"mus","yes"
"21/07/2010","15.5",652,"mus","yes"
"21/07/2010","15.5",658,"mus","yes"
"21/07/2010","15.5",689,"mus","yes"
"21/07/2010","15.5",675,"mus","yes"
"21/07/2010","15.5",878,"mus","yes"
"21/07/2010","15.5",752,"mus","yes"
"03/06/2010","15.5",527,"mus","yes"
"03/06/2010","15.5",525,"mus","yes"
"03/06/2010","15.5",525,"mus","yes"
"03/06/2010","15.5",521,"mus","yes"
"03/06/2010","15.5",533,"mus","yes"
"03/06/2010","15.5",570,"mus","yes"
"03/06/2010","15.5",561,"mus","yes"
"03/06/2010","15.5",511,"mus","yes"
"03/06/2010","15.5",512,"mus","yes"
"03/06/2010","15.5",506,"mus","yes"
"03/06/2010","15.5",614,"mus","yes"
"26/02/2009","15.5",464,"mus","yes"
"26/02/2009","15.5",461,"mus","yes"
"26/02/2009","15.5",457,"mus","yes"
"26/02/2009","15.5",473,"mus","yes"
"26/02/2009","15.5",490,"mus","yes"
"26/02/2009","15.5",495,"mus","yes"
"26/02/2009","15.5",492,"mus","yes"
"26/02/2009","15.5",495,"mus","yes"
"26/02/2009","15.5",425,"mus","yes"
"26/02/2009","15.5",442,"mus","yes"
"26/02/2009","15.5",514,"mus","yes"
"26/02/2009","15.5",502,"mus","yes"
"26/02/2009","15.5",551,"mus","yes"
"25/09/2008","15.5",602,"mus","yes"
"25/09/2008","15.5",544,"mus","yes"
"25/09/2008","15.5",538,"mus","yes"
"25/09/2008","15.5",532,"mus","yes"
"25/09/2008","15.5",533,"mus","yes"
"25/09/2008","15.5",618,"mus","yes"
"25/09/2008","15.5",575,"mus","yes"
"25/09/2008","15.5",500,"mus","yes"
"25/09/2008","15.5",564,"mus","yes"
"25/09/2008","15.5",520,"mus","yes"
"15/09/2011",16,545,"mus","yes"
"15/09/2011",16,542,"mus","yes"
"15/09/2011",16,545,"mus","yes"
"15/09/2011",16,623,"mus","yes"
"15/09/2011",16,581,"mus","yes"
"15/09/2011",16,588,"mus","yes"
"15/09/2011",16,566,"mus","yes"
"15/09/2011",16,502,"mus","yes"
"15/09/2011",16,515,"mus","yes"
"15/09/2011",16,473,"mus","yes"
"15/09/2011",16,613,"mus","yes"
"15/09/2011",16,604,"mus","yes"
"21/05/2010",16,582,"mus","yes"
"21/05/2010",16,586,"mus","yes"
"21/05/2010",16,590,"mus","yes"
"21/05/2010",16,521,"mus","yes"
"21/05/2010",16,685,"mus","yes"
"21/05/2010",16,654,"mus","yes"
"21/05/2010",16,655,"mus","yes"
"21/05/2010",16,665,"mus","yes"
"21/05/2010",16,621,"mus","yes"
"21/05/2010",16,624,"mus","yes"
"21/05/2010",16,605,"mus","yes"
"21/05/2010",16,645,"mus","yes"
"21/05/2010",16,633,"mus","yes"
"07/12/2011",16,560,"mus","yes"
"07/12/2011",16,566,"mus","yes"
"07/12/2011",16,571,"mus","yes"
"07/12/2011",16,576,"mus","yes"
"07/12/2011",16,661,"mus","yes"
"07/12/2011",16,671,"mus","yes"
"07/12/2011",16,630,"mus","yes"
"07/12/2011",16,635,"mus","yes"
"16/07/2009",16,549,"mus","yes"
"16/07/2009",16,550,"mus","yes"
"16/07/2009",16,557,"mus","yes"
"16/07/2009",16,589,"mus","yes"
"16/07/2009",16,563,"mus","yes"
"16/07/2009",16,561,"mus","yes"
"16/07/2009",16,610,"mus","yes"
"16/07/2009",16,577,"mus","yes"
"16/07/2009",16,579,"mus","yes"
"16/07/2009",16,578,"mus","yes"
"16/07/2009",16,570,"mus","yes"
"16/07/2009",16,532,"mus","yes"
"30/01/2009",16,560,"mus","yes"
"30/01/2009",16,568,"mus","yes"
"30/01/2009",16,573,"mus","yes"
"30/01/2009",16,590,"mus","yes"
"30/01/2009",16,582,"mus","yes"
"30/01/2009",16,632,"mus","yes"
"30/01/2009",16,645,"mus","yes"
"30/01/2009",16,535,"mus","yes"
"30/01/2009",16,550,"mus","yes"
"30/01/2009",16,497,"mus","yes"
"30/01/2009",16,603,"mus","yes"
"30/01/2009",16,624,"mus","yes"
"16/12/2011","16.5",741,"mus","yes"
"16/12/2011","16.5",723,"mus","yes"
"16/12/2011","16.5",712,"mus","yes"
"16/12/2011","16.5",649,"mus","yes"
"16/12/2011","16.5",653,"mus","yes"
"16/12/2011","16.5",622,"mus","yes"
"16/12/2011","16.5",628,"mus","yes"
"16/12/2011","16.5",760,"mus","yes"
"16/12/2011","16.5",770,"mus","yes"
"16/12/2011","16.5",608,"mus","yes"
"16/12/2011","16.5",602,"mus","yes"
"16/12/2011","16.5",686,"mus","yes"
"16/12/2011","16.5",680,"mus","yes"
"16/12/2011","16.5",694,"mus","yes"
"21/06/2012","16.5",737,"mus","yes"
"21/06/2012","16.5",731,"mus","yes"
"21/06/2012","16.5",730,"mus","yes"
"21/06/2012","16.5",688,"mus","yes"
"21/06/2012","16.5",685,"mus","yes"
"21/06/2012","16.5",688,"mus","yes"
"21/06/2012","16.5",716,"mus","yes"
"21/06/2012","16.5",624,"mus","yes"
"21/06/2012","16.5",771,"mus","yes"
"21/06/2012","16.5",722,"mus","yes"
"21/06/2012","16.5",721,"mus","yes"
"21/06/2012","16.5",811,"mus","yes"
"19/02/2009","16.5",705,"mus","yes"
"19/02/2009","16.5",716,"mus","yes"
"19/02/2009","16.5",703,"mus","yes"
"19/02/2009","16.5",709,"mus","yes"
"19/02/2009","16.5",711,"mus","yes"
"19/02/2009","16.5",705,"mus","yes"
"19/02/2009","16.5",740,"mus","yes"
"19/02/2009","16.5",723,"mus","yes"
"19/02/2009","16.5",688,"mus","yes"
"19/02/2009","16.5",680,"mus","yes"
"19/02/2009","16.5",671,"mus","yes"
"19/02/2009","16.5",789,"mus","yes"
"27/01/2012","16.5",745,"mus","yes"
"27/01/2012","16.5",752,"mus","yes"
"27/01/2012","16.5",690,"mus","yes"
"27/01/2012","16.5",689,"mus","yes"
"27/01/2012","16.5",719,"mus","yes"
"27/01/2012","16.5",706,"mus","yes"
"27/01/2012","16.5",702,"mus","yes"
"27/01/2012","16.5",664,"mus","yes"
"27/01/2012","16.5",670,"mus","yes"
"27/01/2012","16.5",796,"mus","yes"
"27/01/2012","16.5",630,"mus","yes"
"27/01/2012","16.5",629,"mus","yes"
"27/01/2012","16.5",640,"mus","yes"
"01/02/2013",17,823,"mus","yes"
"01/02/2013",17,886,"mus","yes"
"01/02/2013",17,889,"mus","yes"
"01/02/2013",17,907,"mus","yes"
"01/02/2013",17,910,"mus","yes"
"01/02/2013",17,924,"mus","yes"
"01/02/2013",17,926,"mus","yes"
"01/02/2013",17,928,"mus","yes"
"01/02/2013",17,947,"mus","yes"
"01/02/2013",17,970,"mus","yes"
"01/02/2013",17,972,"mus","yes"
"01/02/2013",17,987,"mus","yes"
"01/02/2013",17,1001,"mus","yes"
"01/07/2010",17,817,"mus","yes"
"01/07/2010",17,829,"mus","yes"
"01/07/2010",17,876,"mus","yes"
"01/07/2010",17,759,"mus","yes"
"01/07/2010",17,763,"mus","yes"
"01/07/2010",17,745,"mus","yes"
"01/07/2010",17,905,"mus","yes"
"01/07/2010",17,770,"mus","yes"
"01/07/2010",17,779,"mus","yes"
"01/07/2010",17,773,"mus","yes"
"01/07/2010",17,806,"mus","yes"
"01/07/2010",17,536,"mus","yes"
"28/05/2010",17,782,"mus","yes"
"28/05/2010",17,805,"mus","yes"
"28/05/2010",17,929,"mus","yes"
"28/05/2010",17,892,"mus","yes"
"28/05/2010",17,875,"mus","yes"
"28/05/2010",17,888,"mus","yes"
"28/05/2010",17,834,"mus","yes"
"28/05/2010",17,712,"mus","yes"
"09/02/2012",17,973,"mus","yes"
"09/02/2012",17,970,"mus","yes"
"09/02/2012",17,879,"mus","yes"
"09/02/2012",17,957,"mus","yes"
"09/02/2012",17,888,"mus","yes"
"09/02/2012",17,729,"mus","yes"
"09/02/2012",17,995,"mus","yes"
"09/02/2012",17,900,"mus","yes"
"09/02/2012",17,937,"mus","yes"
"09/02/2012",17,815,"mus","yes"
"09/02/2012",17,802,"mus","yes"
"09/02/2012",17,867,"mus","yes"
"?","17.5",1012,"mus","yes"
"?","17.5",1132,"mus","yes"
"?","17.5",1135,"mus","yes"
"?","17.5",1036,"mus","yes"
"?","17.5",1089,"mus","yes"
"?","17.5",1088,"mus","yes"
"?","17.5",959,"mus","yes"
"?","17.5",954,"mus","yes"
"?","17.5",938,"mus","yes"
"?","17.5",1211,"mus","yes"
"?","17.5",984,"mus","yes"
"?","17.5",988,"mus","yes"
"05/07/2010","17.5",1132,"mus","yes"
"05/07/2010","17.5",1130,"mus","yes"
"05/07/2010","17.5",1133,"mus","yes"
"05/07/2010","17.5",1125,"mus","yes"
"05/07/2010","17.5",1036,"mus","yes"
"05/07/2010","17.5",1084,"mus","yes"
"05/07/2010","17.5",1081,"mus","yes"
"05/07/2010","17.5",1087,"mus","yes"
"05/07/2010","17.5",1070,"mus","yes"
"05/07/2010","17.5",1070,"mus","yes"
"05/07/2010","17.5",1181,"mus","yes"
"05/07/2010","17.5",1157,"mus","yes"
"05/07/2010","17.5",1096,"mus","yes"
"05/07/2010","17.5",1108,"mus","yes"
"05/03/2012",18,1105,"mus","yes"
"05/03/2012",18,1108,"mus","yes"
"05/03/2012",18,1106,"mus","yes"
"05/03/2012",18,1103,"mus","yes"
"05/03/2012",18,1124,"mus","yes"
"05/03/2012",18,1123,"mus","yes"
"05/03/2012",18,1130,"mus","yes"
"05/03/2012",18,1167,"mus","yes"
"05/03/2012",18,1086,"mus","yes"
"05/03/2012",18,1098,"mus","yes"
"05/03/2012",18,1112,"mus","yes"
"05/03/2012",18,1077,"mus","yes"
"05/03/2012",18,1013,"mus","yes"
"05/03/2012",18,1205,"mus","yes"
"04/06/2010",18,1232,"mus","yes"
"04/06/2010",18,1236,"mus","yes"
"04/06/2010",18,1232,"mus","yes"
"04/06/2010",18,1232,"mus","yes"
"04/06/2010",18,1244,"mus","yes"
"04/06/2010",18,1282,"mus","yes"
"04/06/2010",18,1261,"mus","yes"
"04/06/2010",18,1200,"mus","yes"
"04/06/2010",18,1218,"mus","yes"
"04/06/2010",18,1165,"mus","yes"
"04/06/2010",18,1182,"mus","yes"
"04/06/2010",18,1189,"mus","yes"
"04/06/2010",18,1301,"mus","yes"
"04/06/2010",18,1249,"mus","yes"
"12/10/2012",18,913,"mus","yes"
"12/10/2012",18,1204,"mus","yes"
"12/10/2012",18,1209,"mus","yes"
"12/10/2012",18,1209,"mus","yes"
"12/10/2012",18,1185,"mus","yes"
"12/10/2012",18,1189,"mus","yes"
"12/10/2012",18,1256,"mus","yes"
"12/10/2012",18,1233,"mus","yes"
"12/10/2012",18,1244,"mus","yes"
"12/10/2012",18,1247,"mus","yes"
"12/10/2012",18,1134,"mus","yes"
"12/10/2012",18,1044,"mus","yes"
"04/05/2012",18,1021,"mus","yes"
"04/05/2012",18,1090,"mus","yes"
"04/05/2012",18,1080,"mus","yes"
"04/05/2012",18,1195,"mus","yes"
"04/05/2012",18,1111,"mus","yes"
"04/05/2012",18,1143,"mus","yes"
"04/05/2012",18,1167,"mus","yes"
"04/05/2012",18,1146,"mus","yes"
"04/05/2012",18,1166,"mus","yes"
"04/05/2012",18,1219,"mus","yes"
"04/05/2012",18,1193,"mus","yes"
"04/05/2012",18,1058,"mus","yes"
"04/05/2012",18,1113,"mus","yes"
"19/06/2012","18.5",1448,"mus","yes"
"19/06/2012","18.5",1295,"mus","yes"
"19/06/2012","18.5",1563,"mus","yes"
"19/06/2012","18.5",1472,"mus","yes"
"19/06/2012","18.5",1417,"mus","yes"
"19/06/2012","18.5",1693,"mus","yes"
"19/06/2012","18.5",1582,"mus","yes"
"19/06/2012","18.5",1531,"mus","yes"
"19/06/2012","18.5",1538,"mus","yes"
"19/06/2012","18.5",1789,"mus","yes"
"19/06/2012","18.5",1338,"mus","yes"
"19/06/2012","18.5",1463,"mus","yes"
"19/06/2012","18.5",1466,"mus","yes"
"19/06/2012","18.5",1500,"mus","yes"
"27/07/2010","18.5",1372,"mus","yes"
"27/07/2010","18.5",1364,"mus","yes"
"27/07/2010","18.5",1398,"mus","yes"
"27/07/2010","18.5",1386,"mus","yes"
"27/07/2010","18.5",1335,"mus","yes"
"27/07/2010","18.5",1345,"mus","yes"
"27/07/2010","18.5",1316,"mus","yes"
"27/07/2010","18.5",1422,"mus","yes"
"27/07/2010","18.5",1428,"mus","yes"
"27/07/2010","18.5",1429,"mus","yes"
"27/07/2010","18.5",1435,"mus","yes"
"27/07/2010","18.5",1265,"mus","yes"
"27/07/2010","18.5",1266,"mus","yes"
"27/07/2010","18.5",1287,"mus","yes"
"27/07/2010","18.5",1466,"mus","yes"
"27/07/2010","18.5",1485,"mus","yes"
"AE","10.5",35,"ham","yes"
"AE","10.5",36,"ham","yes"
"AE","10.5",51,"ham","yes"
"AE","10.5",46,"ham","yes"
"AE","10.5",65,"ham","yes"
"AE","10.5",27,"ham","yes"
"AE","10.5",21,"ham","yes"
"AD",11,80,"ham","yes"
"AD",11,82,"ham","yes"
"AD",11,83,"ham","yes"
"AD",11,101,"ham","yes"
"AD",11,95,"ham","yes"
"AD",11,71,"ham","yes"
"AC","11.5",160,"ham","yes"
"AC","11.5",160,"ham","yes"
"AC","11.5",155,"ham","yes"
"AC","11.5",152,"ham","yes"
"AC","11.5",150,"ham","yes"
"AC","11.5",169,"ham","yes"
"AC","11.5",168,"ham","yes"
"AC","11.5",165,"ham","yes"
"AC","11.5",136,"ham","yes"
"AC","11.5",138,"ham","yes"
"AC","11.5",147,"ham","yes"
"AC","11.5",146,"ham","yes"
"AC","11.5",114,"ham","yes"
"AC","11.5",124,"ham","yes"
"AC","11.5",120,"ham","yes"
"A",12,277,"ham","yes"
"A",12,276,"ham","yes"
"A",12,284,"ham","yes"
"A",12,228,"ham","yes"
"A",12,241,"ham","yes"
"A",12,242,"ham","yes"
"A",12,235,"ham","yes"
"A",12,202,"ham","yes"
"A",12,200,"ham","yes"
"A",12,187,"ham","yes"
"A",12,185,"ham","yes"
"B",12,259,"ham","yes"
"B",12,248,"ham","yes"
"B",12,214,"ham","yes"
"B",12,212,"ham","yes"
"B",12,176,"ham","yes"
"B",12,175,"ham","yes"
"B",12,267,"ham","yes"
"B",12,267,"ham","yes"
"B",12,222,"ham","yes"
"B",12,297,"ham","yes"
"B",12,205,"ham","yes"
"C",12,221,"ham","yes"
"C",12,224,"ham","yes"
"C",12,224,"ham","yes"
"C",12,226,"ham","yes"
"C",12,257,"ham","yes"
"C",12,242,"ham","yes"
"C",12,247,"ham","yes"
"C",12,219,"ham","yes"
"C",12,215,"ham","yes"
"C",12,187,"ham","yes"
"D",12,265,"ham","yes"
"D",12,268,"ham","yes"
"D",12,189,"ham","yes"
"D",12,234,"ham","yes"
"D",12,231,"ham","yes"
"D",12,248,"ham","yes"
"D",12,206,"ham","yes"
"D",12,201,"ham","yes"
"D",12,117,"ham","yes"
"E",12,308,"ham","yes"
"E",12,247,"ham","yes"
"E",12,248,"ham","yes"
"E",12,244,"ham","yes"
"E",12,274,"ham","yes"
"E",12,277,"ham","yes"
"E",12,237,"ham","yes"
"E",12,255,"ham","yes"
"E",12,252,"ham","yes"
"E",12,224,"ham","yes"
"E",12,229,"ham","yes"
"E",12,219,"ham","yes"
"F","12.25",284,"ham","yes"
"F","12.25",283,"ham","yes"
"F","12.25",300,"ham","yes"
"F","12.25",301,"ham","yes"
"F","12.25",273,"ham","yes"
"F","12.25",272,"ham","yes"
"F","12.25",239,"ham","yes"
"F","12.25",239,"ham","yes"
"F","12.25",244,"ham","yes"
"F","12.25",264,"ham","yes"
"F","12.25",260,"ham","yes"
"F","12.25",253,"ham","yes"
"F","12.25",218,"ham","yes"
"F","12.25",594,"ham","yes"
"F","12.25",566,"ham","yes"
"F","12.25",607,"ham","yes"
"F","12.25",724,"ham","yes"
"G","12.5",398,"ham","yes"
"G","12.5",396,"ham","yes"
"G","12.5",411,"ham","yes"
"G","12.5",410,"ham","yes"
"G","12.5",408,"ham","yes"
"G","12.5",388,"ham","yes"
"G","12.5",386,"ham","yes"
"G","12.5",423,"ham","yes"
"G","12.5",421,"ham","yes"
"G","12.5",442,"ham","yes"
"G","12.5",440,"ham","yes"
"G","12.5",440,"ham","yes"
"G","12.5",435,"ham","yes"
"G","12.5",450,"ham","yes"
"G","12.5",473,"ham","yes"
"G","12.5",461,"ham","yes"
"H","12.5",417,"ham","yes"
"H","12.5",417,"ham","yes"
"H","12.5",381,"ham","yes"
"H","12.5",383,"ham","yes"
"H","12.5",325,"ham","yes"
"H","12.5",322,"ham","yes"
"H","12.5",335,"ham","yes"
"H","12.5",312,"ham","yes"
"H","12.5",282,"ham","yes"
"H","12.5",241,"ham","yes"
"H","12.5",241,"ham","yes"
"H","12.5",238,"ham","yes"
"J","12.5",449,"ham","yes"
"J","12.5",450,"ham","yes"
"J","12.5",541,"ham","yes"
"J","12.5",423,"ham","yes"
"J","12.5",431,"ham","yes"
"J","12.5",432,"ham","yes"
"J","12.5",440,"ham","yes"
"J","12.5",511,"ham","yes"
"J","12.5",517,"ham","yes"
"J","12.5",375,"ham","yes"
"J","12.5",376,"ham","yes"
"J","12.5",398,"ham","yes"
"J","12.5",361,"ham","yes"
"K",13,498,"ham","yes"
"K",13,498,"ham","yes"
"K",13,470,"ham","yes"
"K",13,410,"ham","yes"
"K",13,574,"ham","yes"
"K",13,581,"ham","yes"
"K",13,555,"ham","yes"
"K",13,631,"ham","yes"
"K",13,397,"ham","yes"
"K",13,440,"ham","yes"
"K",13,630,"ham","yes"
"L",13,532,"ham","yes"
"L",13,563,"ham","yes"
"L",13,519,"ham","yes"
"L",13,467,"ham","yes"
"L",13,544,"ham","yes"
"L",13,578,"ham","yes"
"L",13,404,"ham","yes"
"L",13,469,"ham","yes"
"L",13,507,"ham","yes"
"L",13,459,"ham","yes"
"L",13,431,"ham","yes"
"L",13,638,"ham","yes"
"L",13,585,"ham","yes"
"M",13,642,"ham","yes"
"M",13,595,"ham","yes"
"M",13,453,"ham","yes"
"M",13,548,"ham","yes"
"M",13,548,"ham","yes"
