"date_litter" "stage" "weight" "species" "confidence"
"531" "01/02/2013" 17 910 "mus" "yes"
"532" "01/02/2013" 17 924 "mus" "yes"
"533" "01/02/2013" 17 926 "mus" "yes"
"534" "01/02/2013" 17 928 "mus" "yes"
"535" "01/02/2013" 17 947 "mus" "yes"
"536" "01/02/2013" 17 970 "mus" "yes"
"537" "01/02/2013" 17 972 "mus" "yes"
"538" "01/02/2013" 17 987 "mus" "yes"
"539" "01/02/2013" 17 1001 "mus" "yes"
"540" "01/07/2010" 17 817 "mus" "yes"
"541" "01/07/2010" 17 829 "mus" "yes"
"542" "01/07/2010" 17 876 "mus" "yes"
"543" "01/07/2010" 17 759 "mus" "yes"
"544" "01/07/2010" 17 763 "mus" "yes"
"545" "01/07/2010" 17 745 "mus" "yes"
"546" "01/07/2010" 17 905 "mus" "yes"
"547" "01/07/2010" 17 770 "mus" "yes"
"548" "01/07/2010" 17 779 "mus" "yes"
"549" "01/07/2010" 17 773 "mus" "yes"
"550" "01/07/2010" 17 806 "mus" "yes"
"551" "01/07/2010" 17 536 "mus" "yes"
"552" "28/05/2010" 17 782 "mus" "yes"
"553" "28/05/2010" 17 805 "mus" "yes"
"554" "28/05/2010" 17 929 "mus" "yes"
"555" "28/05/2010" 17 892 "mus" "yes"
"556" "28/05/2010" 17 875 "mus" "yes"
"557" "28/05/2010" 17 888 "mus" "yes"
"558" "28/05/2010" 17 834 "mus" "yes"
"559" "28/05/2010" 17 712 "mus" "yes"
"560" "09/02/2012" 17 973 "mus" "yes"
"561" "09/02/2012" 17 970 "mus" "yes"
"562" "09/02/2012" 17 879 "mus" "yes"
"563" "09/02/2012" 17 957 "mus" "yes"
"564" "09/02/2012" 17 888 "mus" "yes"
"565" "09/02/2012" 17 729 "mus" "yes"
"566" "09/02/2012" 17 995 "mus" "yes"
"567" "09/02/2012" 17 900 "mus" "yes"
"568" "09/02/2012" 17 937 "mus" "yes"
"569" "09/02/2012" 17 815 "mus" "yes"
"570" "09/02/2012" 17 802 "mus" "yes"
"571" "09/02/2012" 17 867 "mus" "yes"
"572" "?" 17.5 1012 "mus" "yes"
"573" "?" 17.5 1132 "mus" "yes"
"574" "?" 17.5 1135 "mus" "yes"
"575" "?" 17.5 1036 "mus" "yes"
"576" "?" 17.5 1089 "mus" "yes"
"577" "?" 17.5 1088 "mus" "yes"
"578" "?" 17.5 959 "mus" "yes"
"579" "?" 17.5 954 "mus" "yes"
"580" "?" 17.5 938 "mus" "yes"
"581" "?" 17.5 1211 "mus" "yes"
"582" "?" 17.5 984 "mus" "yes"
"583" "?" 17.5 988 "mus" "yes"
"584" "05/07/2010" 17.5 1132 "mus" "yes"
"585" "05/07/2010" 17.5 1130 "mus" "yes"
"586" "05/07/2010" 17.5 1133 "mus" "yes"
"587" "05/07/2010" 17.5 1125 "mus" "yes"
"588" "05/07/2010" 17.5 1036 "mus" "yes"
"589" "05/07/2010" 17.5 1084 "mus" "yes"
"590" "05/07/2010" 17.5 1081 "mus" "yes"
"591" "05/07/2010" 17.5 1087 "mus" "yes"
"592" "05/07/2010" 17.5 1070 "mus" "yes"
"593" "05/07/2010" 17.5 1070 "mus" "yes"
"594" "05/07/2010" 17.5 1181 "mus" "yes"
"595" "05/07/2010" 17.5 1157 "mus" "yes"
"596" "05/07/2010" 17.5 1096 "mus" "yes"
"597" "05/07/2010" 17.5 1108 "mus" "yes"
"598" "05/03/2012" 18 1105 "mus" "yes"
"599" "05/03/2012" 18 1108 "mus" "yes"
"600" "05/03/2012" 18 1106 "mus" "yes"
"601" "05/03/2012" 18 1103 "mus" "yes"
"602" "05/03/2012" 18 1124 "mus" "yes"
"603" "05/03/2012" 18 1123 "mus" "yes"
"604" "05/03/2012" 18 1130 "mus" "yes"
"605" "05/03/2012" 18 1167 "mus" "yes"
"606" "05/03/2012" 18 1086 "mus" "yes"
"607" "05/03/2012" 18 1098 "mus" "yes"
"608" "05/03/2012" 18 1112 "mus" "yes"
"609" "05/03/2012" 18 1077 "mus" "yes"
"610" "05/03/2012" 18 1013 "mus" "yes"
"611" "05/03/2012" 18 1205 "mus" "yes"
"612" "04/06/2010" 18 1232 "mus" "yes"
"613" "04/06/2010" 18 1236 "mus" "yes"
"614" "04/06/2010" 18 1232 "mus" "yes"
"615" "04/06/2010" 18 1232 "mus" "yes"
"616" "04/06/2010" 18 1244 "mus" "yes"
"617" "04/06/2010" 18 1282 "mus" "yes"
"618" "04/06/2010" 18 1261 "mus" "yes"
"619" "04/06/2010" 18 1200 "mus" "yes"
"620" "04/06/2010" 18 1218 "mus" "yes"
"621" "04/06/2010" 18 1165 "mus" "yes"
"622" "04/06/2010" 18 1182 "mus" "yes"
"623" "04/06/2010" 18 1189 "mus" "yes"
"624" "04/06/2010" 18 1301 "mus" "yes"
"625" "04/06/2010" 18 1249 "mus" "yes"
"626" "12/10/2012" 18 913 "mus" "yes"
"627" "12/10/2012" 18 1204 "mus" "yes"
"628" "12/10/2012" 18 1209 "mus" "yes"
"629" "12/10/2012" 18 1209 "mus" "yes"
"630" "12/10/2012" 18 1185 "mus" "yes"
"631" "12/10/2012" 18 1189 "mus" "yes"
"632" "12/10/2012" 18 1256 "mus" "yes"
"633" "12/10/2012" 18 1233 "mus" "yes"
"634" "12/10/2012" 18 1244 "mus" "yes"
"635" "12/10/2012" 18 1247 "mus" "yes"
"636" "12/10/2012" 18 1134 "mus" "yes"
"637" "12/10/2012" 18 1044 "mus" "yes"
"638" "04/05/2012" 18 1021 "mus" "yes"
"639" "04/05/2012" 18 1090 "mus" "yes"
"640" "04/05/2012" 18 1080 "mus" "yes"
"641" "04/05/2012" 18 1195 "mus" "yes"
"642" "04/05/2012" 18 1111 "mus" "yes"
"643" "04/05/2012" 18 1143 "mus" "yes"
"644" "04/05/2012" 18 1167 "mus" "yes"
"645" "04/05/2012" 18 1146 "mus" "yes"
"646" "04/05/2012" 18 1166 "mus" "yes"
"647" "04/05/2012" 18 1219 "mus" "yes"
"648" "04/05/2012" 18 1193 "mus" "yes"
"649" "04/05/2012" 18 1058 "mus" "yes"
"650" "04/05/2012" 18 1113 "mus" "yes"
"651" "19/06/2012" 18.5 1448 "mus" "yes"
"652" "19/06/2012" 18.5 1295 "mus" "yes"
"653" "19/06/2012" 18.5 1563 "mus" "yes"
"654" "19/06/2012" 18.5 1472 "mus" "yes"
"655" "19/06/2012" 18.5 1417 "mus" "yes"
"656" "19/06/2012" 18.5 1693 "mus" "yes"
"657" "19/06/2012" 18.5 1582 "mus" "yes"
"658" "19/06/2012" 18.5 1531 "mus" "yes"
"659" "19/06/2012" 18.5 1538 "mus" "yes"
"660" "19/06/2012" 18.5 1789 "mus" "yes"
"661" "19/06/2012" 18.5 1338 "mus" "yes"
"662" "19/06/2012" 18.5 1463 "mus" "yes"
"663" "19/06/2012" 18.5 1466 "mus" "yes"
"664" "19/06/2012" 18.5 1500 "mus" "yes"
"665" "27/07/2010" 18.5 1372 "mus" "yes"
"666" "27/07/2010" 18.5 1364 "mus" "yes"
"667" "27/07/2010" 18.5 1398 "mus" "yes"
"668" "27/07/2010" 18.5 1386 "mus" "yes"
"669" "27/07/2010" 18.5 1335 "mus" "yes"
"670" "27/07/2010" 18.5 1345 "mus" "yes"
"671" "27/07/2010" 18.5 1316 "mus" "yes"
"672" "27/07/2010" 18.5 1422 "mus" "yes"
"673" "27/07/2010" 18.5 1428 "mus" "yes"
"674" "27/07/2010" 18.5 1429 "mus" "yes"
"675" "27/07/2010" 18.5 1435 "mus" "yes"
"676" "27/07/2010" 18.5 1265 "mus" "yes"
"677" "27/07/2010" 18.5 1266 "mus" "yes"
"678" "27/07/2010" 18.5 1287 "mus" "yes"
"679" "27/07/2010" 18.5 1466 "mus" "yes"
"680" "27/07/2010" 18.5 1485 "mus" "yes"
"681" "AE" 10.5 35 "ham" "yes"
"682" "AE" 10.5 36 "ham" "yes"
"683" "AE" 10.5 51 "ham" "yes"
"684" "AE" 10.5 46 "ham" "yes"
"685" "AE" 10.5 65 "ham" "yes"
"686" "AE" 10.5 27 "ham" "yes"
"687" "AE" 10.5 21 "ham" "yes"
"688" "AD" 11 80 "ham" "yes"
"689" "AD" 11 82 "ham" "yes"
"690" "AD" 11 83 "ham" "yes"
"691" "AD" 11 101 "ham" "yes"
"692" "AD" 11 95 "ham" "yes"
"693" "AD" 11 71 "ham" "yes"
"694" "AC" 11.5 160 "ham" "yes"
"695" "AC" 11.5 160 "ham" "yes"
"696" "AC" 11.5 155 "ham" "yes"
"697" "AC" 11.5 152 "ham" "yes"
"698" "AC" 11.5 150 "ham" "yes"
"699" "AC" 11.5 169 "ham" "yes"
"700" "AC" 11.5 168 "ham" "yes"
"701" "AC" 11.5 165 "ham" "yes"
"702" "AC" 11.5 136 "ham" "yes"
"703" "AC" 11.5 138 "ham" "yes"
"704" "AC" 11.5 147 "ham" "yes"
"705" "AC" 11.5 146 "ham" "yes"
"706" "AC" 11.5 114 "ham" "yes"
"707" "AC" 11.5 124 "ham" "yes"
"708" "AC" 11.5 120 "ham" "yes"
"709" "A" 12 277 "ham" "yes"
"710" "A" 12 276 "ham" "yes"
"711" "A" 12 284 "ham" "yes"
"712" "A" 12 228 "ham" "yes"
"713" "A" 12 241 "ham" "yes"
"714" "A" 12 242 "ham" "yes"
"715" "A" 12 235 "ham" "yes"
"716" "A" 12 202 "ham" "yes"
"717" "A" 12 200 "ham" "yes"
"718" "A" 12 187 "ham" "yes"
"719" "A" 12 185 "ham" "yes"
"720" "B" 12 259 "ham" "yes"
"721" "B" 12 248 "ham" "yes"
"722" "B" 12 214 "ham" "yes"
"723" "B" 12 212 "ham" "yes"
"724" "B" 12 176 "ham" "yes"
"725" "B" 12 175 "ham" "yes"
"726" "B" 12 267 "ham" "yes"
"727" "B" 12 267 "ham" "yes"
"728" "B" 12 222 "ham" "yes"
"729" "B" 12 297 "ham" "yes"
"730" "B" 12 205 "ham" "yes"
"731" "C" 12 221 "ham" "yes"
"732" "C" 12 224 "ham" "yes"
"733" "C" 12 224 "ham" "yes"
"734" "C" 12 226 "ham" "yes"
"735" "C" 12 257 "ham" "yes"
"736" "C" 12 242 "ham" "yes"
"737" "C" 12 247 "ham" "yes"
"738" "C" 12 219 "ham" "yes"
"739" "C" 12 215 "ham" "yes"
"740" "C" 12 187 "ham" "yes"
"741" "D" 12 265 "ham" "yes"
"742" "D" 12 268 "ham" "yes"
"743" "D" 12 189 "ham" "yes"
"744" "D" 12 234 "ham" "yes"
"745" "D" 12 231 "ham" "yes"
"746" "D" 12 248 "ham" "yes"
"747" "D" 12 206 "ham" "yes"
"748" "D" 12 201 "ham" "yes"
"749" "D" 12 117 "ham" "yes"
"750" "E" 12 308 "ham" "yes"
"751" "E" 12 247 "ham" "yes"
"752" "E" 12 248 "ham" "yes"
"753" "E" 12 244 "ham" "yes"
"754" "E" 12 274 "ham" "yes"
"755" "E" 12 277 "ham" "yes"
"756" "E" 12 237 "ham" "yes"
"757" "E" 12 255 "ham" "yes"
"758" "E" 12 252 "ham" "yes"
"759" "E" 12 224 "ham" "yes"
"760" "E" 12 229 "ham" "yes"
"761" "E" 12 219 "ham" "yes"
"762" "F" 12.25 284 "ham" "yes"
"763" "F" 12.25 283 "ham" "yes"
"764" "F" 12.25 300 "ham" "yes"
"765" "F" 12.25 301 "ham" "yes"
"766" "F" 12.25 273 "ham" "yes"
"767" "F" 12.25 272 "ham" "yes"
"768" "F" 12.25 239 "ham" "yes"
"769" "F" 12.25 239 "ham" "yes"
"770" "F" 12.25 244 "ham" "yes"
"771" "F" 12.25 264 "ham" "yes"
"772" "F" 12.25 260 "ham" "yes"
"773" "F" 12.25 253 "ham" "yes"
"774" "F" 12.25 218 "ham" "yes"
"775" "F" 12.25 594 "ham" "yes"
"776" "F" 12.25 566 "ham" "yes"
"777" "F" 12.25 607 "ham" "yes"
"778" "F" 12.25 724 "ham" "yes"
"779" "G" 12.5 398 "ham" "yes"
"780" "G" 12.5 396 "ham" "yes"
"781" "G" 12.5 411 "ham" "yes"
"782" "G" 12.5 410 "ham" "yes"
"783" "G" 12.5 408 "ham" "yes"
"784" "G" 12.5 388 "ham" "yes"
"785" "G" 12.5 386 "ham" "yes"
"786" "G" 12.5 423 "ham" "yes"
"787" "G" 12.5 421 "ham" "yes"
"788" "G" 12.5 442 "ham" "yes"
"789" "G" 12.5 440 "ham" "yes"
"790" "G" 12.5 440 "ham" "yes"
"791" "G" 12.5 435 "ham" "yes"
"792" "G" 12.5 450 "ham" "yes"
"793" "G" 12.5 473 "ham" "yes"
"794" "G" 12.5 461 "ham" "yes"
"795" "H" 12.5 417 "ham" "yes"
"796" "H" 12.5 417 "ham" "yes"
"797" "H" 12.5 381 "ham" "yes"
"798" "H" 12.5 383 "ham" "yes"
"799" "H" 12.5 325 "ham" "yes"
"800" "H" 12.5 322 "ham" "yes"
"801" "H" 12.5 335 "ham" "yes"
"802" "H" 12.5 312 "ham" "yes"
"803" "H" 12.5 282 "ham" "yes"
"804" "H" 12.5 241 "ham" "yes"
"805" "H" 12.5 241 "ham" "yes"
"806" "H" 12.5 238 "ham" "yes"
"807" "J" 12.5 449 "ham" "yes"
"808" "J" 12.5 450 "ham" "yes"
"809" "J" 12.5 541 "ham" "yes"
"810" "J" 12.5 423 "ham" "yes"
"811" "J" 12.5 431 "ham" "yes"
"812" "J" 12.5 432 "ham" "yes"
"813" "J" 12.5 440 "ham" "yes"
"814" "J" 12.5 511 "ham" "yes"
"815" "J" 12.5 517 "ham" "yes"
"816" "J" 12.5 375 "ham" "yes"
"817" "J" 12.5 376 "ham" "yes"
"818" "J" 12.5 398 "ham" "yes"
"819" "J" 12.5 361 "ham" "yes"
"820" "K" 13 498 "ham" "yes"
"821" "K" 13 498 "ham" "yes"
"822" "K" 13 470 "ham" "yes"
"823" "K" 13 410 "ham" "yes"
"824" "K" 13 574 "ham" "yes"
"825" "K" 13 581 "ham" "yes"
"826" "K" 13 555 "ham" "yes"
"827" "K" 13 631 "ham" "yes"
"828" "K" 13 397 "ham" "yes"
"829" "K" 13 440 "ham" "yes"
"830" "K" 13 630 "ham" "yes"
"831" "L" 13 532 "ham" "yes"
"832" "L" 13 563 "ham" "yes"
"833" "L" 13 519 "ham" "yes"
"834" "L" 13 467 "ham" "yes"
"835" "L" 13 544 "ham" "yes"
"836" "L" 13 578 "ham" "yes"
"837" "L" 13 404 "ham" "yes"
"838" "L" 13 469 "ham" "yes"
"839" "L" 13 507 "ham" "yes"
"840" "L" 13 459 "ham" "yes"
"841" "L" 13 431 "ham" "yes"
"842" "L" 13 638 "ham" "yes"
"843" "L" 13 585 "ham" "yes"
"844" "M" 13 642 "ham" "yes"
"845" "M" 13 595 "ham" "yes"
"846" "M" 13 453 "ham" "yes"
"847" "M" 13 548 "ham" "yes"
"848" "M" 13 548 "ham" "yes"
"849" "M" 13 551 "ham" "yes"
"850" "M" 13 558 "ham" "yes"
"851" "M" 13 471 "ham" "yes"
"852" "M" 13 567 "ham" "yes"
"853" "M" 13 560 "ham" "yes"
"854" "N" 13.5 810 "ham" "yes"
"855" "N" 13.5 1010 "ham" "yes"
"856" "N" 13.5 1012 "ham" "yes"
"857" "N" 13.5 992 "ham" "yes"
"858" "N" 13.5 754 "ham" "yes"
"859" "N" 13.5 764 "ham" "yes"
"860" "N" 13.5 929 "ham" "yes"
"861" "N" 13.5 891 "ham" "yes"
"862" "N" 13.5 860 "ham" "yes"
"863" "N" 13.5 454 "ham" "yes"
"864" "N" 13.5 593 "ham" "yes"
"865" "O" 13.5 670 "ham" "yes"
"866" "O" 13.5 705 "ham" "yes"
"867" "O" 13.5 542 "ham" "yes"
"868" "O" 13.5 328 "ham" "yes"
"869" "P" 13.5 914 "ham" "yes"
"870" "P" 13.5 820 "ham" "yes"
"871" "P" 13.5 836 "ham" "yes"
"872" "P" 13.5 873 "ham" "yes"
"873" "P" 13.5 829 "ham" "yes"
"874" "P" 13.5 700 "ham" "yes"
"875" "P" 13.5 950 "ham" "yes"
"876" "P" 13.5 958 "ham" "yes"
"877" "P" 13.5 1163 "ham" "yes"
"878" "P" 13.5 1033 "ham" "yes"
"879" "P" 13.5 1082 "ham" "yes"
"880" "P" 13.5 1067 "ham" "yes"
"881" "Q" 13.5 1024 "ham" "yes"
"882" "Q" 13.5 381 "ham" "yes"
"883" "Q" 13.5 998 "ham" "yes"
"884" "Q" 13.5 970 "ham" "yes"
"885" "Q" 13.5 966 "ham" "yes"
"886" "Q" 13.5 1145 "ham" "yes"
"887" "Q" 13.5 1124 "ham" "yes"
"888" "Q" 13.5 1046 "ham" "yes"
"889" "Q" 13.5 1019 "ham" "yes"
"890" "Q" 13.5 1131 "ham" "yes"
"891" "R" 13.5 946 "ham" "yes"
"892" "R" 13.5 1182 "ham" "yes"
"893" "R" 13.5 1196 "ham" "yes"
"894" "R" 13.5 782 "ham" "yes"
"895" "R" 13.5 1043 "ham" "yes"
"896" "R" 13.5 505 "ham" "yes"
"897" "R" 13.5 795 "ham" "yes"
"898" "R" 13.5 723 "ham" "yes"
"899" "R" 13.5 725 "ham" "yes"
"900" "R" 13.5 512 "ham" "yes"
"901" "R" 13.5 779 "ham" "yes"
"902" "R" 13.5 568 "ham" "yes"
"903" "R" 13.5 600 "ham" "yes"
"904" "R" 13.5 380 "ham" "yes"
"905" "S" 13.5 948 "ham" "yes"
"906" "S" 13.5 803 "ham" "yes"
"907" "S" 13.5 813 "ham" "yes"
"908" "S" 13.5 846 "ham" "yes"
"909" "S" 13.5 918 "ham" "yes"
"910" "S" 13.5 823 "ham" "yes"
"911" "S" 13.5 889 "ham" "yes"
"912" "S" 13.5 883 "ham" "yes"
"913" "S" 13.5 695 "ham" "yes"
"914" "S" 13.5 466 "ham" "yes"
"915" "T" 13.75 891 "ham" "yes"
"916" "T" 13.75 892 "ham" "yes"
"917" "T" 13.75 1051 "ham" "yes"
"918" "T" 13.75 1073 "ham" "yes"
"919" "T" 13.75 905 "ham" "yes"
"920" "T" 13.75 1169 "ham" "yes"
"921" "T" 13.75 1061 "ham" "yes"
"922" "T" 13.75 1116 "ham" "yes"
"923" "T" 13.75 1029 "ham" "yes"
"924" "T" 13.75 1059 "ham" "yes"
"925" "T" 13.75 1138 "ham" "yes"
"926" "U" 14 1352 "ham" "yes"
"927" "U" 14 1208 "ham" "yes"
"928" "U" 14 1247 "ham" "yes"
"929" "U" 14 928 "ham" "yes"
"930" "U" 14 948 "ham" "yes"
"931" "U" 14 1151 "ham" "yes"
"932" "U" 14 1177 "ham" "yes"
"933" "U" 14 1045 "ham" "yes"
"934" "U" 14 695 "ham" "yes"
"935" "U" 14 1105 "ham" "yes"
"936" "U" 14 1110 "ham" "yes"
"937" "U" 14 1117 "ham" "yes"
"938" "U" 14 1125 "ham" "yes"
"939" "V" 14 1093 "ham" "yes"
"940" "V" 14 1035 "ham" "yes"
"941" "V" 14 1074 "ham" "yes"
"942" "V" 14 1048 "ham" "yes"
"943" "V" 14 1064 "ham" "yes"
"944" "V" 14 1105 "ham" "yes"
"945" "V" 14 1117 "ham" "yes"
"946" "V" 14 1087 "ham" "yes"
"947" "V" 14 895 "ham" "yes"
"948" "V" 14 915 "ham" "yes"
"949" "V" 14 702 "ham" "yes"
"950" "W" 14 1093 "ham" "yes"
"951" "W" 14 1035 "ham" "yes"
"952" "W" 14 1074 "ham" "yes"
"953" "W" 14 1048 "ham" "yes"
"954" "W" 14 1064 "ham" "yes"
"955" "W" 14 1105 "ham" "yes"
"956" "W" 14 1117 "ham" "yes"
"957" "W" 14 1087 "ham" "yes"
"958" "W" 14 895 "ham" "yes"
"959" "W" 14 915 "ham" "yes"
"960" "W" 14 702 "ham" "yes"
"961" "X" 14.5 1852 "ham" "yes"
"962" "X" 14.5 1538 "ham" "yes"
"963" "X" 14.5 1387 "ham" "yes"
"964" "X" 14.5 1485 "ham" "yes"
"965" "X" 14.5 1498 "ham" "yes"
"966" "X" 14.5 1614 "ham" "yes"
"967" "X" 14.5 1610 "ham" "yes"
"968" "X" 14.5 1788 "ham" "yes"
"969" "X" 14.5 1571 "ham" "yes"
"970" "X" 14.5 1556 "ham" "yes"
"971" "X" 14.5 1043 "ham" "yes"
"972" "Y" 14.5 1692 "ham" "yes"
"973" "Y" 14.5 1539 "ham" "yes"
"974" "Y" 14.5 1510 "ham" "yes"
"975" "Y" 14.5 1512 "ham" "yes"
"976" "Y" 14.5 1539 "ham" "yes"
"977" "Y" 14.5 1654 "ham" "yes"
"978" "Y" 14.5 1609 "ham" "yes"
"979" "Y" 14.5 1842 "ham" "yes"
"980" "Y" 14.5 1895 "ham" "yes"
"981" "Y" 14.5 1917 "ham" "yes"
"982" "Z" 14.5 975 "ham" "yes"
"983" "Z" 14.5 968 "ham" "yes"
"984" "Z" 14.5 1176 "ham" "yes"
"985" "Z" 14.5 1218 "ham" "yes"
"986" "Z" 14.5 1423 "ham" "yes"
"987" "AA" 14.5 1670 "ham" "yes"
"988" "AA" 14.5 1667 "ham" "yes"
"989" "AA" 14.5 1651 "ham" "yes"
"990" "AA" 14.5 1945 "ham" "yes"
"991" "AA" 14.5 1625 "ham" "yes"
"992" "AA" 14.5 1734 "ham" "yes"
"993" "AA" 14.5 2039 "ham" "yes"
"994" "AA" 14.5 1306 "ham" "yes"
"995" "AA" 14.5 1598 "ham" "yes"
"996" "AA" 14.5 1710 "ham" "yes"
"997" "AA" 14.5 1589 "ham" "yes"
"998" "AA" 14.5 1535 "ham" "yes"
"999" "AA" 14.5 1436 "ham" "yes"
"1000" "AA" 14.5 1528 "ham" "yes"
"1001" "AB" 15 1942 "ham" "yes"
"1002" "AB" 15 2055 "ham" "yes"
"1003" "AB" 15 2033 "ham" "yes"
"1004" "AB" 15 2093 "ham" "yes"
"1005" "AB" 15 1732 "ham" "yes"
"1006" "AB" 15 1745 "ham" "yes"
"1007" "AB" 15 1770 "ham" "yes"
"1008" "AB" 15 1810 "ham" "yes"
"1009" "AB" 15 1827 "ham" "yes"
"1010" "AB" 15 1850 "ham" "yes"
"1011" "AB" 15 2238 "ham" "yes"
"1012" "AB" 15 1659 "ham" "yes"
"1013" "AB" 15 1256 "ham" "yes"
"1014" "06/11/2013" 13.5 133 "mus" "medium"
"1015" "13/11/2013" 13.5 145 "mus" "medium"
"1016" "13/11/2013" 13.5 149 "mus" "medium"
"1017" "06/11/2013" 13.5 147 "mus" "medium"
"1018" "06/11/2013" 13.5 150 "mus" "medium"
"1019" "13/11/2013" 13.5 155 "mus" "medium"
"1020" "13/11/2013" 13.5 158 "mus" "medium"
"1021" "06/11/2013" 13.5 160 "mus" "medium"
"1022" "06/11/2013" 13.5 164 "mus" "medium"
"1023" "13/11/2013" 13.5 168 "mus" "medium"
"1024" "13/11/2013" 13.5 172 "mus" "medium"
"1025" "07/11/2013" 14.5 241 "mus" "medium"
"1026" "07/11/2013" 14.5 246 "mus" "medium"
"1027" "17/02/2015" 15 250 "mus" "medium"
"1028" "17/02/2015" 15 300 "mus" "medium"
"1029" "17/02/2015" 15 307 "mus" "medium"
"1030" "17/02/2015" 15 308 "mus" "medium"
"1031" "17/02/2015" 15 312 "mus" "medium"
"1032" "17/02/2015" 15 320 "mus" "medium"
"1033" "17/02/2015" 15 327 "mus" "medium"
"1034" "17/02/2015" 15 329 "mus" "medium"
"1035" "17/02/2015" 15 330 "mus" "medium"
"1036" "17/02/2015" 15 331 "mus" "medium_low"
"1037" "17/02/2015" 15 334 "mus" "medium"
"1038" "17/02/2015" 15 335 "mus" "medium"
"1039" "04/11/2015" 15 337 "mus" "medium"
"1040" "17/02/2015" 15 331 "mus" "medium_low"
"1041" "17/02/2015" 15 339 "mus" "medium"
"1042" "17/02/2015" 15 342 "mus" "medium"
"1043" "17/02/2015" 15 345 "mus" "medium"
"1044" "16/07/2014" 16 328 "mus" "medium"
"1045" "16/07/2014" 16 351 "mus" "medium"
"1046" "16/07/2014" 16 370 "mus" "medium"
"1047" "17/02/2015" 15 364 "mus" "medium"
"1048" "16/07/2014" 16 389 "mus" "medium"
"1049" "16/07/2014" 16 390 "mus" "medium"
"1050" "04/11/2015" 15 409 "mus" "medium"
"1051" "04/11/2015" 15 410 "mus" "medium"
"1052" "16/07/2014" 16 410 "mus" "medium"
"1053" "16/07/2014" 16 421 "mus" "medium"
"1054" "22/11/2013" 15.5 413 "mus" "medium"
"1055" "22/11/2013" 15.5 424 "mus" "medium"
"1056" "04/11/2015" 15 423 "mus" "medium"
"1057" "04/11/2015" 15 429 "mus" "medium"
"1058" "14/11/2013" 15.5 439 "mus" "medium"
"1059" "04/11/2015" 15 445 "mus" "medium"
"1060" "04/11/2015" 15 446 "mus" "medium"
"1061" "04/11/2015" 15 448 "mus" "medium"
"1062" "22/11/2013" 15.5 448 "mus" "medium"
"1063" "22/11/2013" 15.5 454 "mus" "medium"
"1064" "16/07/2014" 16 449 "mus" "medium"
"1065" "16/07/2014" 16 450 "mus" "medium"
"1066" "04/11/2015" 15 450 "mus" "medium"
"1067" "14/11/2013" 15.5 452 "mus" "medium"
"1068" "14/11/2013" 15.5 464 "mus" "medium"
"1069" "16/07/2014" 16 482 "mus" "medium"
"1070" "16/07/2014" 16 486 "mus" "medium"
"1071" "14/11/2013" 15.5 505 "mus" "medium"
"1072" "22/11/2013" 15.5 506 "mus" "medium"
"1073" "22/11/2013" 15.5 513 "mus" "medium"
"1074" "22/11/2013" 15.5 530 "mus" "medium"
"1075" "14/11/2013" 15.5 535 "mus" "medium"
"1076" "10/16/2014" 22.5 121 "aco" "medium"
"1077" "10/16/2014" 22.5 122 "aco" "medium"
"1078" "10/16/2014" 22.5 138 "aco" "medium"
"1079" "10/8/2014" 19.5 155 "aco" "medium"
"1080" "4/14/2014" 19 157 "aco" "medium"
"1081" "4/14/2014" 19 160 "aco" "medium"
"1082" "4/14/2014" 19 163 "aco" "medium"
"1083" "11/5/2014" 19.5 166 "aco" "medium"
"1084" "11/5/2014" 19.5 173 "aco" "medium"
"1085" "10/8/2014" 19.5 176 "aco" "medium"
"1086" "4/13/2015" 19.5 203 "aco" "medium"
"1087" "2/21/2014" 19 209 "aco" "medium"
"1088" "10/9/2014" 20.5 212 "aco" "medium"
"1089" "19/02/2014-1" 20 215 "aco" "medium"
"1090" "4/13/2015" 19.5 216 "aco" "medium"
"1091" "10/22/2014" 20.5 220 "aco" "medium"
"1092" "2/21/2014" 19 222 "aco" "medium"
"1093" "2/21/2014" 19 225 "aco" "medium"
"1094" "10/22/2014" 20.5 230 "aco" "medium"
"1095" "10/9/2014" 20.5 250 "aco" "medium"
"1096" "19/02/2014-1" 20 253 "aco" "medium"
"1097" "10/22/2014" 20.5 253 "aco" "medium"
"1098" "19/02/2014-1" 20 264 "aco" "medium"
"1099" "5/5/2015" 21 270 "aco" "medium"
"1100" "10/22/2014" 20.5 275 "aco" "medium"
"1101" "10/22/2014" 20.5 276 "aco" "medium"
"1102" "4/1/2015" 21.5 286 "aco" "medium"
"1103" "4/17/2014" 20.5 293 "aco" "medium"
"1104" "10/22/2014" 20.5 298 "aco" "medium"
"1105" "4/1/2015" 21.5 298 "aco" "medium"
"1106" "2/13/2015" 21.5 301 "aco" "medium"
"1107" "2/13/2015" 21.5 303 "aco" "medium"
"1108" "3/4/2015" 21.5 306 "aco" "medium"
"1109" "3/4/2015" 21.5 312 "aco" "medium"
"1110" "19/02/2014-2" 20 313 "aco" "medium"
"1111" "12/11/2014" 20.5 315 "aco" "medium"
"1112" "11/6/2014" 22.5 316 "aco" "medium"
"1113" "5/5/2015" 21 318 "aco" "medium"
"1114" "12/11/2014" 20.5 320 "aco" "medium"
"1115" "2/19/2015" 22.5 320 "aco" "medium"
"1116" "3/4/2015" 21.5 321 "aco" "medium"
"1117" "19/02/2014-2" 20 322 "aco" "medium"
