".smooth" ".type" ".by" "weight_lambda" ".estimate" ".se" ".crit" ".lower_ci" ".upper_ci" "fit" "lower1" "upper1" "weight" "stage"
"1" "s(weight_lambda)" "CRS" NA 3.85741100694706 -1.10799840715693 0.0324884415486605 1.95996398454005 -1.17167458250614 -1.04432223180772 11.6974261211449 11.6337499457957 11.7611022964941 160 11.5
"2" "s(weight_lambda)" "CRS" NA 3.85741100694706 -1.10799840715693 0.0324884415486605 1.95996398454005 -1.17167458250614 -1.04432223180772 11.6974261211449 11.6337499457957 11.7611022964941 160 11.5
"3" "s(weight_lambda)" "CRS" NA 4.12027807267186 -0.844716725604399 0.0321485988868189 1.95996398454005 -0.907726821575989 -0.78170662963281 11.9607078026974 11.8976977067259 12.023717898669 205 12
"4" "s(weight_lambda)" "CRS" NA 4.12027807267186 -0.844716725604399 0.0321485988868189 1.95996398454005 -0.907726821575989 -0.78170662963281 11.9607078026974 11.8976977067259 12.023717898669 205 12
"5" "s(weight_lambda)" "CRS" NA 4.12561484040157 -0.839593701439912 0.0322866047817042 1.95996398454005 -0.902874283995131 -0.776313118884693 11.9658308268619 11.9025502443067 12.0291114094172 206 12
"6" "s(weight_lambda)" "CRS" NA 4.12561484040157 -0.839593701439912 0.0322866047817042 1.95996398454005 -0.902874283995131 -0.776313118884693 11.9658308268619 11.9025502443067 12.0291114094172 206 12
"7" "s(weight_lambda)" "CRS" NA 4.16763871484963 -0.800153816848289 0.0332035929771312 1.95996398454005 -0.865231663240794 -0.735075970455785 12.0052707114536 11.9401928650611 12.0703485578461 214 11
"8" "s(weight_lambda)" "CRS" NA 4.2135591367953 -0.759246123882447 0.0336529185163427 1.95996398454005 -0.82520463214914 -0.693287615615755 12.0461784044194 11.9802198961527 12.1121369126861 223 12
"9" "s(weight_lambda)" "CRS" NA 4.26301317637958 -0.718367597744643 0.0332792946821554 1.95996398454005 -0.783593816752563 -0.653141378736724 12.0870569305572 12.0218307115493 12.1522831495651 233 12
"10" "s(weight_lambda)" "CRS" NA 4.26301317637958 -0.718367597744643 0.0332792946821554 1.95996398454005 -0.783593816752563 -0.653141378736724 12.0870569305572 12.0218307115493 12.1522831495651 233 12
"11" "s(weight_lambda)" "CRS" NA 4.3296958521215 -0.66884065188609 0.0318750384334054 1.95996398454005 -0.731314579221395 -0.606366724550786 12.1365838764158 12.0741099490805 12.1990578037511 247 12
"12" "s(weight_lambda)" "CRS" NA 4.3296958521215 -0.66884065188609 0.0318750384334054 1.95996398454005 -0.731314579221395 -0.606366724550786 12.1365838764158 12.0741099490805 12.1990578037511 247 12
"13" "s(weight_lambda)" "CRS" NA 4.3296958521215 -0.66884065188609 0.0318750384334054 1.95996398454005 -0.731314579221395 -0.606366724550786 12.1365838764158 12.0741099490805 12.1990578037511 247 12
"14" "s(weight_lambda)" "CRS" NA 4.3296958521215 -0.66884065188609 0.0318750384334054 1.95996398454005 -0.731314579221395 -0.606366724550786 12.1365838764158 12.0741099490805 12.1990578037511 247 12
"15" "s(weight_lambda)" "CRS" NA 4.41147073434862 -0.614702991999808 0.0314347152669894 1.95996398454005 -0.676313901787378 -0.553092082212237 12.190721536302 12.1291106265145 12.2523324460896 265 12
"16" "s(weight_lambda)" "CRS" NA 4.41147073434862 -0.614702991999808 0.0314347152669894 1.95996398454005 -0.676313901787378 -0.553092082212237 12.190721536302 12.1291106265145 12.2523324460896 265 12
"17" "s(weight_lambda)" "CRS" NA 4.42030254629236 -0.609161898314238 0.0315732928971181 1.95996398454005 -0.671044415265923 -0.547279381362552 12.1962626299876 12.1343801130359 12.2581451469393 267 12
"18" "s(weight_lambda)" "CRS" NA 4.42030254629236 -0.609161898314238 0.0315732928971181 1.95996398454005 -0.671044415265923 -0.547279381362552 12.1962626299876 12.1343801130359 12.2581451469393 267 12
"19" "s(weight_lambda)" "CRS" NA 4.45945530781347 -0.585065424856609 0.0326243532570448 1.95996398454005 -0.649007982259328 -0.521122867453889 12.2203591034452 12.1564165460425 12.284301660848 276 12.5
"20" "s(weight_lambda)" "CRS" NA 4.45945530781347 -0.585065424856609 0.0326243532570448 1.95996398454005 -0.649007982259328 -0.521122867453889 12.2203591034452 12.1564165460425 12.284301660848 276 12.5
"21" "s(weight_lambda)" "CRS" NA 4.49347860755155 -0.564536689839941 0.0339671177939718 1.95996398454005 -0.631111017374756 -0.497962362305127 12.2408878384619 12.1743135109271 12.3074621659967 284 12
"22" "s(weight_lambda)" "CRS" NA 4.49347860755155 -0.564536689839941 0.0339671177939718 1.95996398454005 -0.631111017374756 -0.497962362305127 12.2408878384619 12.1743135109271 12.3074621659967 284 12
"23" "s(weight_lambda)" "CRS" NA 4.51022701296231 -0.554493042001634 0.0346964142139224 1.95996398454005 -0.622496764253606 -0.486489319749663 12.2509314863002 12.1829277640482 12.3189352085522 288 12.25
"24" "s(weight_lambda)" "CRS" NA 4.51022701296231 -0.554493042001634 0.0346964142139224 1.95996398454005 -0.622496764253606 -0.486489319749663 12.2509314863002 12.1829277640482 12.3189352085522 288 12.25
"25" "s(weight_lambda)" "CRS" NA 4.6151230666005 -0.490480506370362 0.0379154205328337 1.95996398454005 -0.564793365073407 -0.416167647667318 12.3149440219315 12.2406311632284 12.3892568806345 314 12.25
"26" "s(weight_lambda)" "CRS" NA 4.6151230666005 -0.490480506370362 0.0379154205328337 1.95996398454005 -0.564793365073407 -0.416167647667318 12.3149440219315 12.2406311632284 12.3892568806345 314 12.25
