".smooth" ".type" ".by" "weight_lambda" ".estimate" ".se" ".crit" ".lower_ci" ".upper_ci" "fit" "lower1" "upper1" "weight" "stage"
"49" "s(weight_lambda)" "CRS" NA 3.39824689322 -0.432524791169123 0.0212368374816126 1.95996398454005 -0.474148227778614 -0.390901354559632 14.8172364313715 14.775612994762 14.858859867981 312 15
"50" "s(weight_lambda)" "CRS" NA 3.41206249102042 -0.403095829622856 0.021421148730114 1.95996398454005 -0.445080509641355 -0.361111149604356 14.8466653929177 14.8046807128993 14.8886500729362 318 14.5
"51" "s(weight_lambda)" "CRS" NA 3.41206249102042 -0.403095829622856 0.021421148730114 1.95996398454005 -0.445080509641355 -0.361111149604356 14.8466653929177 14.8046807128993 14.8886500729362 318 14.5
"52" "s(weight_lambda)" "CRS" NA 3.4143451063399 -0.398293609446048 0.0214452556464124 1.95996398454005 -0.44032553815227 -0.356261680739825 14.8514676130946 14.8094356843883 14.8934995418008 319 15
"53" "s(weight_lambda)" "CRS" NA 3.41662209718224 -0.393520063494096 0.0214671131004559 1.95996398454005 -0.435594832023038 -0.351445294965155 14.8562411590465 14.8141663905176 14.8983159275754 320 15
"54" "s(weight_lambda)" "CRS" NA 3.43908942874667 -0.347311161958193 0.0215414832040604 1.95996398454005 -0.389531693211726 -0.30509063070466 14.9024500605824 14.8602295293289 14.9446705918359 330 15
"55" "s(weight_lambda)" "CRS" NA 3.44130656250383 -0.34283798253635 0.0215332393860226 1.95996398454005 -0.385042356203434 -0.300633608869266 14.9069232400043 14.8647188663372 14.9491276136713 331 15
"56" "s(weight_lambda)" "CRS" NA 3.44792648495025 -0.329570097731854 0.02149272723568 1.95996398454005 -0.37169506904333 -0.287445126420378 14.9201911248088 14.8780661534973 14.9623160961202 334 15
"57" "s(weight_lambda)" "CRS" NA 3.47608332324062 -0.27438940387111 0.0211639370261652 1.95996398454005 -0.315869958213468 -0.232908849528752 14.9753718186695 14.9338912643271 15.0168523730119 347 15
"58" "s(weight_lambda)" "CRS" NA 3.47608332324062 -0.27438940387111 0.0211639370261652 1.95996398454005 -0.315869958213468 -0.232908849528752 14.9753718186695 14.9338912643271 15.0168523730119 347 15
"59" "s(weight_lambda)" "CRS" NA 3.47821464186278 -0.270280405705599 0.0211365173552384 1.95996398454005 -0.311707218480472 -0.228853592930726 14.979480816835 14.9380540040601 15.0209076296099 348 15
"60" "s(weight_lambda)" "CRS" NA 3.47821464186278 -0.270280405705599 0.0211365173552384 1.95996398454005 -0.311707218480472 -0.228853592930726 14.979480816835 14.9380540040601 15.0209076296099 348 15
"61" "s(weight_lambda)" "CRS" NA 3.4919519494144 -0.243966168680017 0.0209830406362724 1.95996398454005 -0.285092172613251 -0.202840164746782 15.0057950538606 14.9646690499274 15.0469210577938 354.5 15
"62" "s(weight_lambda)" "CRS" NA 3.4919519494144 -0.243966168680017 0.0209830406362724 1.95996398454005 -0.285092172613251 -0.202840164746782 15.0057950538606 14.9646690499274 15.0469210577938 354.5 15
"63" "s(weight_lambda)" "CRS" NA 3.51372994734763 -0.202673932823186 0.0209064098888525 1.95996398454005 -0.243649743251369 -0.161698122395003 15.0470872897174 15.0061114792892 15.0880631001456 365 15.5
"64" "s(weight_lambda)" "CRS" NA 3.51372994734763 -0.202673932823186 0.0209064098888525 1.95996398454005 -0.243649743251369 -0.161698122395003 15.0470872897174 15.0061114792892 15.0880631001456 365 15.5
"65" "s(weight_lambda)" "CRS" NA 3.51372994734763 -0.202673932823186 0.0209064098888525 1.95996398454005 -0.243649743251369 -0.161698122395003 15.0470872897174 15.0061114792892 15.0880631001456 365 15.5
"66" "s(weight_lambda)" "CRS" NA 3.53602242809401 -0.160595201670801 0.0211529016370384 1.95996398454005 -0.202054127047915 -0.119136276293688 15.0891660208698 15.0477070954927 15.1306249462469 376 15
"67" "s(weight_lambda)" "CRS" NA 3.53602242809401 -0.160595201670801 0.0211529016370384 1.95996398454005 -0.202054127047915 -0.119136276293688 15.0891660208698 15.0477070954927 15.1306249462469 376 15
"68" "s(weight_lambda)" "CRS" NA 3.53602242809401 -0.160595201670801 0.0211529016370384 1.95996398454005 -0.202054127047915 -0.119136276293688 15.0891660208698 15.0477070954927 15.1306249462469 376 15
"69" "s(weight_lambda)" "CRS" NA 3.53602242809401 -0.160595201670801 0.0211529016370384 1.95996398454005 -0.202054127047915 -0.119136276293688 15.0891660208698 15.0477070954927 15.1306249462469 376 15
"70" "s(weight_lambda)" "CRS" NA 3.59053554769678 -0.0559606030542976 0.0230235872885877 1.95996398454005 -0.101086004934844 -0.0108352011737516 15.1938006194863 15.1486752176058 15.2389260213669 404 15
"71" "s(weight_lambda)" "CRS" NA 3.59053554769678 -0.0559606030542976 0.0230235872885877 1.95996398454005 -0.101086004934844 -0.0108352011737516 15.1938006194863 15.1486752176058 15.2389260213669 404 15
"72" "s(weight_lambda)" "CRS" NA 3.63674962927057 0.0382030145208817 0.0245679086605308 1.95996398454005 -0.00994920162922823 0.0863552306709917 15.2879642370615 15.2398120209114 15.3361164532116 429 15
"73" "s(weight_lambda)" "CRS" NA 3.65375585503928 0.0748944589200743 0.0247348445260316 1.95996398454005 0.0264150544858546 0.123373863354294 15.3246556814607 15.2761762770265 15.3731350858949 438.5 15.5
"74" "s(weight_lambda)" "CRS" NA 3.65375585503928 0.0748944589200743 0.0247348445260316 1.95996398454005 0.0264150544858546 0.123373863354294 15.3246556814607 15.2761762770265 15.3731350858949 438.5 15.5
"75" "s(weight_lambda)" "CRS" NA 3.65375585503928 0.0748944589200743 0.0247348445260316 1.95996398454005 0.0264150544858546 0.123373863354294 15.3246556814607 15.2761762770265 15.3731350858949 438.5 15.5
"76" "s(weight_lambda)" "CRS" NA 3.65375585503928 0.0748944589200743 0.0247348445260316 1.95996398454005 0.0264150544858546 0.123373863354294 15.3246556814607 15.2761762770265 15.3731350858949 438.5 15.5
"77" "s(weight_lambda)" "CRS" NA 3.66697817294817 0.104342384813256 0.0246611993149539 1.95996398454005 0.0560073223403823 0.152677447286129 15.3541036073539 15.305768544881 15.4024386698267 446 15
"78" "s(weight_lambda)" "CRS" NA 3.67395866161857 0.120210930168814 0.0245619842257464 1.95996398454005 0.0720703256975105 0.168351534640118 15.3699721527094 15.3218315482381 15.4181127571807 450 15
"79" "s(weight_lambda)" "CRS" NA 3.67569615006311 0.124194591863959 0.0245319392071709 1.95996398454005 0.0761128745469785 0.17227630918094 15.3739558144046 15.3258740970876 15.4220375317215 451 15.5
"80" "s(weight_lambda)" "CRS" NA 3.68002664415911 0.13418145898264 0.0244490108738862 1.95996398454005 0.0862622782121949 0.182100639753085 15.3839426815232 15.3360235007528 15.4318618622937 453.5 15.5
"81" "s(weight_lambda)" "CRS" NA 3.68002664415911 0.13418145898264 0.0244490108738862 1.95996398454005 0.0862622782121949 0.182100639753085 15.3839426815232 15.3360235007528 15.4318618622937 453.5 15.5
"82" "s(weight_lambda)" "CRS" NA 3.68002664415911 0.13418145898264 0.0244490108738862 1.95996398454005 0.0862622782121949 0.182100639753085 15.3839426815232 15.3360235007528 15.4318618622937 453.5 15.5
"83" "s(weight_lambda)" "CRS" NA 3.68089048741006 0.13618347492683 0.0244312092198764 1.95996398454005 0.0882991847571095 0.184067765096551 15.3859446974674 15.3380604072977 15.4338289876372 454 15.5
"84" "s(weight_lambda)" "CRS" NA 3.68089048741006 0.13618347492683 0.0244312092198764 1.95996398454005 0.0882991847571095 0.184067765096551 15.3859446974674 15.3380604072977 15.4338289876372 454 15.5
"85" "s(weight_lambda)" "CRS" NA 3.70982525349237 0.205070491101424 0.0237033462846212 1.95996398454005 0.158612786070485 0.251528196132363 15.454831713642 15.4083740086111 15.501289418673 471 15.5
"86" "s(weight_lambda)" "CRS" NA 3.70982525349237 0.205070491101424 0.0237033462846212 1.95996398454005 0.158612786070485 0.251528196132363 15.454831713642 15.4083740086111 15.501289418673 471 15.5
"87" "s(weight_lambda)" "CRS" NA 3.72811258532205 0.250351224815454 0.0232614331823569 1.95996398454005 0.20475965354925 0.295942796081659 15.5001124473561 15.4545208760899 15.5457040186223 482 15.5
"88" "s(weight_lambda)" "CRS" NA 3.72811258532205 0.250351224815454 0.0232614331823569 1.95996398454005 0.20475965354925 0.295942796081659 15.5001124473561 15.4545208760899 15.5457040186223 482 15.5
"89" "s(weight_lambda)" "CRS" NA 3.74120723072538 0.283550842326399 0.0230301278081684 1.95996398454005 0.238412621263034 0.328689063389763 15.533312064867 15.4881738438036 15.5784502859304 490 15.5
"90" "s(weight_lambda)" "CRS" NA 3.75493721439594 0.319021551853601 0.0228965695528954 1.95996398454005 0.27414510016041 0.363898003546792 15.5687827743942 15.523906322701 15.6136592260874 498.5 15.5
"91" "s(weight_lambda)" "CRS" NA 3.75493721439594 0.319021551853601 0.0228965695528954 1.95996398454005 0.27414510016041 0.363898003546792 15.5687827743942 15.523906322701 15.6136592260874 498.5 15.5
"92" "s(weight_lambda)" "CRS" NA 3.75493721439594 0.319021551853601 0.0228965695528954 1.95996398454005 0.27414510016041 0.363898003546792 15.5687827743942 15.523906322701 15.6136592260874 498.5 15.5
"93" "s(weight_lambda)" "CRS" NA 3.75493721439594 0.319021551853601 0.0228965695528954 1.95996398454005 0.27414510016041 0.363898003546792 15.5687827743942 15.523906322701 15.6136592260874 498.5 15.5
"94" "s(weight_lambda)" "CRS" NA 3.75493721439594 0.319021551853601 0.0228965695528954 1.95996398454005 0.27414510016041 0.363898003546792 15.5687827743942 15.523906322701 15.6136592260874 498.5 15.5
"95" "s(weight_lambda)" "CRS" NA 3.75493721439594 0.319021551853601 0.0228965695528954 1.95996398454005 0.27414510016041 0.363898003546792 15.5687827743942 15.523906322701 15.6136592260874 498.5 15.5
"96" "s(weight_lambda)" "CRS" NA 3.77164568535021 0.363051470770195 0.0228989155259969 1.95996398454005 0.318170421054216 0.407932520486174 15.6128126933108 15.5679316435948 15.6576937430268 509 15.5
"97" "s(weight_lambda)" "CRS" NA 3.77479743898158 0.37145882401583 0.0229187579022096 1.95996398454005 0.326538883957106 0.416378764074553 15.6212200465564 15.5763001064977 15.6661399866152 511 15.5
"98" "s(weight_lambda)" "CRS" NA 3.77793949937352 0.379871540716976 0.0229441021441358 1.95996398454005 0.334901926856862 0.424841154577091 15.6296327632576 15.5846631493975 15.6746023771177 513 15.5
"99" "s(weight_lambda)" "CRS" NA 3.77793949937352 0.379871540716976 0.0229441021441358 1.95996398454005 0.334901926856862 0.424841154577091 15.6296327632576 15.5846631493975 15.6746023771177 513 15.5
"100" "s(weight_lambda)" "CRS" NA 3.78107193395435 0.388289117862542 0.0229745679559106 1.95996398454005 0.343259792108589 0.433318443616495 15.6380503404031 15.5930210146492 15.6830796661571 515 15.5
"101" "s(weight_lambda)" "CRS" NA 3.78107193395435 0.388289117862542 0.0229745679559106 1.95996398454005 0.343259792108589 0.433318443616495 15.6380503404031 15.5930210146492 15.6830796661571 515 15.5
"102" "s(weight_lambda)" "CRS" NA 3.7888613434346 0.409351103359685 0.0230703326805246 1.95996398454005 0.364134082194499 0.454568124524871 15.6591123259003 15.6138953047351 15.7043293470655 520 15.5
"103" "s(weight_lambda)" "CRS" NA 3.79041214624666 0.413566113264357 0.0230923812221327 1.95996398454005 0.368305877751708 0.458826348777006 15.663327335805 15.6180671002923 15.7085875713176 521 16
"104" "s(weight_lambda)" "CRS" NA 3.79041214624666 0.413566113264357 0.0230923812221327 1.95996398454005 0.368305877751708 0.458826348777006 15.663327335805 15.6180671002923 15.7085875713176 521 16
"105" "s(weight_lambda)" "CRS" NA 3.79659202926578 0.430432913556952 0.0231881457985414 1.95996398454005 0.384984982923547 0.475880844190357 15.6801941360976 15.6347462054642 15.725642066731 525 15.5
"106" "s(weight_lambda)" "CRS" NA 3.79659202926578 0.430432913556952 0.0231881457985414 1.95996398454005 0.384984982923547 0.475880844190357 15.6801941360976 15.6347462054642 15.725642066731 525 15.5
"107" "s(weight_lambda)" "CRS" NA 3.79659202926578 0.430432913556952 0.0231881457985414 1.95996398454005 0.384984982923547 0.475880844190357 15.6801941360976 15.6347462054642 15.725642066731 525 15.5
"108" "s(weight_lambda)" "CRS" NA 3.79659202926578 0.430432913556952 0.0231881457985414 1.95996398454005 0.384984982923547 0.475880844190357 15.6801941360976 15.6347462054642 15.725642066731 525 15.5
"109" "s(weight_lambda)" "CRS" NA 3.85352595170604 0.590603793037629 0.0239550749732349 1.95996398454005 0.543652708843132 0.637554877232126 15.8403650155782 15.7934139313837 15.8873160997727 563 16
"110" "s(weight_lambda)" "CRS" NA 3.85352595170604 0.590603793037629 0.0239550749732349 1.95996398454005 0.543652708843132 0.637554877232126 15.8403650155782 15.7934139313837 15.8873160997727 563 16
"111" "s(weight_lambda)" "CRS" NA 3.85352595170604 0.590603793037629 0.0239550749732349 1.95996398454005 0.543652708843132 0.637554877232126 15.8403650155782 15.7934139313837 15.8873160997727 563 16
"112" "s(weight_lambda)" "CRS" NA 3.86368172965642 0.6199754687181 0.0239326878799409 1.95996398454005 0.573068262420178 0.666882675016022 15.8697366912587 15.8228294849608 15.9166438975566 570 15.5
"113" "s(weight_lambda)" "CRS" NA 3.86368172965642 0.6199754687181 0.0239326878799409 1.95996398454005 0.573068262420178 0.666882675016022 15.8697366912587 15.8228294849608 15.9166438975566 570 15.5
"114" "s(weight_lambda)" "CRS" NA 3.87087592519062 0.640911786859735 0.0238818645388904 1.95996398454005 0.594104192479846 0.687719381239625 15.8906730094003 15.8438654150204 15.9374806037802 575 16
"115" "s(weight_lambda)" "CRS" NA 3.87087592519062 0.640911786859735 0.0238818645388904 1.95996398454005 0.594104192479846 0.687719381239625 15.8906730094003 15.8438654150204 15.9374806037802 575 16
"116" "s(weight_lambda)" "CRS" NA 3.88157545567702 0.672242215120503 0.0237699864749077 1.95996398454005 0.62565389771668 0.718830532524326 15.9220034376611 15.8754151202573 15.9685917550649 582.5 16
"117" "s(weight_lambda)" "CRS" NA 3.88228489469524 0.674327583416221 0.0237615672511391 1.95996398454005 0.627755767387762 0.72089939944468 15.9240888059568 15.8775169899284 15.9706606219853 583 16
"118" "s(weight_lambda)" "CRS" NA 3.88228489469524 0.674327583416221 0.0237615672511391 1.95996398454005 0.627755767387762 0.72089939944468 15.9240888059568 15.8775169899284 15.9706606219853 583 16
"119" "s(weight_lambda)" "CRS" NA 3.92536334802633 0.802696859243181 0.02339028779349 1.95996398454005 0.756852737579914 0.848540980906448 16.0524580817838 16.0066139601205 16.0983022034471 614 15.5
"120" "s(weight_lambda)" "CRS" NA 3.92808332452814 0.810910424950986 0.0233948820787015 1.95996398454005 0.76505729865417 0.856763551247802 16.0606716474916 16.0148185211948 16.1065247737884 616 16
"121" "s(weight_lambda)" "CRS" NA 3.92808332452814 0.810910424950986 0.0233948820787015 1.95996398454005 0.76505729865417 0.856763551247802 16.0606716474916 16.0148185211948 16.1065247737884 616 16
"122" "s(weight_lambda)" "CRS" NA 3.93754884243096 0.839586547018345 0.0234522176326073 1.95996398454005 0.793621045100839 0.88555204893585 16.0893477695589 16.0433822676414 16.1353132714765 623 16
"123" "s(weight_lambda)" "CRS" NA 3.95092686169089 0.880352862521458 0.0236500843601339 1.95996398454005 0.833999548944262 0.926706176098654 16.1301140850621 16.0837607714849 16.1764673986393 633 16
"124" "s(weight_lambda)" "CRS" NA 3.95092686169089 0.880352862521458 0.0236500843601339 1.95996398454005 0.833999548944262 0.926706176098654 16.1301140850621 16.0837607714849 16.1764673986393 633 16
"125" "s(weight_lambda)" "CRS" NA 3.95092686169089 0.880352862521458 0.0236500843601339 1.95996398454005 0.833999548944262 0.926706176098654 16.1301140850621 16.0837607714849 16.1764673986393 633 16
"126" "s(weight_lambda)" "CRS" NA 3.9654519309722 0.924911488740174 0.0240182741692122 1.95996398454005 0.877836536397709 0.971986441082638 16.1746727112808 16.1275977589383 16.2217476636232 644 16
"127" "s(weight_lambda)" "CRS" NA 3.9654519309722 0.924911488740174 0.0240182741692122 1.95996398454005 0.877836536397709 0.971986441082638 16.1746727112808 16.1275977589383 16.2217476636232 644 16
"128" "s(weight_lambda)" "CRS" NA 3.97848807257407 0.965148735492015 0.02446463113362 1.95996398454005 0.917198939575062 1.01309853140897 16.2149099580326 16.1669601621157 16.2628597539496 654 16.5
"129" "s(weight_lambda)" "CRS" NA 3.97978303977172 0.969157867791548 0.0245137269516658 1.95996398454005 0.921111845839434 1.01720388974366 16.2189190903322 16.17087306838 16.2669651122843 655 16
"130" "s(weight_lambda)" "CRS" NA 4.01792746031409 1.08813967691785 0.0260861095689709 1.95996398454005 1.0370118416659 1.1392675121698 16.3379008994585 16.2867730642065 16.3890287347104 685 16
"131" "s(weight_lambda)" "CRS" NA 4.01792746031409 1.08813967691785 0.0260861095689709 1.95996398454005 1.0370118416659 1.1392675121698 16.3379008994585 16.2867730642065 16.3890287347104 685 16
"132" "s(weight_lambda)" "CRS" NA 4.02166912821263 1.09989565710314 0.0262284948949848 1.95996398454005 1.04848875174028 1.15130256246601 16.3496568796437 16.2982499742809 16.4010637850066 688 16.5
"133" "s(weight_lambda)" "CRS" NA 4.02415644605889 1.10771817053808 0.0263193961453715 1.95996398454005 1.05613310199831 1.15930323907786 16.3574793930787 16.3058943245389 16.4090644616185 690 16.5
"134" "s(weight_lambda)" "CRS" NA 4.05114920476487 1.19296837993032 0.0270293193589551 1.95996398454005 1.13999188746014 1.24594487240051 16.4427296024709 16.3897531100007 16.4957060949411 712 17
"135" "s(weight_lambda)" "CRS" NA 4.05899860946316 1.21787053131587 0.0271276869263201 1.95996398454005 1.16470124195641 1.27103982067534 16.4676317538565 16.414462464497 16.5208010432159 718.5 16.5
