x
1	46.92
2	10.93
3	4.68
4	3.73
5	3.22
6	2.98
7	2.03
8	1.5
9	1.36
10	1.32
11	1.11
12	0.98
13	0.91
14	0.82
15	0.72
16	0.67
17	0.63
18	0.58
19	0.57
20	0.55
21	0.52
22	0.51
23	0.5
24	0.47
25	0.45
26	0.42
27	0.42
28	0.41
29	0.4
30	0.39
31	0.38
32	0.37
33	0.36
34	0.36
35	0.34
36	0.34
37	0.34
38	0.32
39	0.32
40	0.31
41	0.31
42	0.3
43	0.3
44	0.29
45	0.28
46	0.28
47	0.27
48	0.27
49	0.26
50	0.25
51	0.25
52	0.25
53	0.25
54	0.24
55	0.24
56	0.24
57	0.24
58	0.23
59	0.23
60	0.22
61	0.21
62	0.21
63	0.21
