time	cusps
1	11.6974261211449	-1
2	11.6974261211449	-1
3	11.9607078026975	-1
4	11.9607078026975	-1
5	11.9658308268619	-1
6	11.9658308268619	-1
7	12.0052707114536	0
8	12.0461784044194	0
9	12.0870569305572	0
10	12.0870569305572	0
11	12.1365838764158	0
12	12.1365838764158	0
13	12.1365838764158	0
14	12.1365838764158	0
15	12.190721536302	0
16	12.190721536302	0
17	12.1962626299876	0
18	12.1962626299876	0
19	12.2203591034452	0
20	12.2203591034452	0
21	12.2408878384619	0
22	12.2408878384619	0
23	12.2509314863002	0
24	12.2509314863002	0
25	12.3149440219315	0
26	12.3149440219315	0
27	12.3756449363852	1
28	12.3756449363852	1
29	12.4044007948641	0
30	12.4123464633205	0
31	12.4472906450693	1
32	12.5083285577123	1
33	12.5083285577123	1
34	12.5083285577123	1
35	12.5083285577123	1
36	12.5111597341451	0
37	12.5339861279499	1
38	12.5397418050828	1
39	12.6193509341193	1
40	12.6375183963396	1
41	12.6375183963396	1
42	12.649715146586	1
43	12.6650400496302	1
44	12.7299862702139	2
45	12.7299862702139	2
46	12.7548092569266	1
47	12.8440431543349	2
48	12.8440431543349	2
49	12.9449423139867	2
50	12.9790959172575	2
51	12.9902794425409	2
52	13.0068547344979	2
53	13.0123249114408	2
54	13.0123249114408	2
55	13.0123249114408	2
56	13.0123249114408	2
57	13.0705633545382	2
58	13.0883073236708	2
59	13.19346429023	2
60	13.2106428071654	2
61	13.4027716010983	2
62	13.4027716010983	2
63	13.4027716010983	3
64	13.4469991390591	3
65	13.4469991390591	3
66	13.4794308234339	3
67	13.4831378238596	4
68	13.4831378238596	4
69	13.5460584751066	4
70	13.5460584751066	4
71	13.6035713425013	4
72	13.6035713425013	4
73	13.6428682897643	4
74	13.6428682897643	4
75	13.6524445487653	4
76	13.7048339471938	4
77	13.7222650346852	4
78	13.7222650346852	4
79	13.7359145812175	4
80	13.7359145812175	4
81	13.7612891733943	4
82	13.7811308312661	4
83	13.7811308312661	4
84	13.7998382410036	4
85	13.7998382410036	4
86	13.8015609840989	4
87	13.8050167782015	4
88	13.8050167782015	4
89	13.8746002433231	4
90	13.9039663385798	4
91	13.9187400266245	4
92	13.9187400266245	4
93	13.9742703886229	4
94	13.9742703886229	4
95	13.9742703886229	4
96	13.9853413151527	4
97	14.0382999817277	4
98	14.0382999817277	4
99	14.0740010234843	4
100	14.0740010234843	4
101	14.0740010234843	4
102	14.2954420686288	4
103	14.2954420686288	4
104	14.320433636451	4
105	14.320433636451	4
106	14.4529371398008	4
107	14.4529371398008	4
108	14.5720963440962	4
109	14.5720963440962	4
110	14.5720963440962	4
111	14.5720963440962	4
112	14.5829345231589	4
113	14.5829345231589	4
114	14.6164783049163	4
115	14.6187925046233	4
116	14.6643959597363	4
117	14.6643959597363	4
118	14.7164573184748	4
119	14.7164573184748	4
