time	cusps
1	13.6406250681673	-1
2	13.7860324271972	-1
3	13.7860324271972	-1
4	13.8552965495053	-1
5	13.8552965495053	-1
6	13.9868711839417	0
7	14.1189576670533	0
8	14.1189576670533	0
9	14.1479063434295	0
10	14.1526756103383	0
11	14.1526756103383	0
12	14.2580250079532	0
13	14.2580250079532	0
14	14.2927347863849	0
15	14.2927347863849	0
16	14.2927347863849	0
17	14.2927347863849	0
18	14.3181199058981	0
19	14.326459009918	0
20	14.3752256981255	0
21	14.3752256981255	0
22	14.3752256981255	0
23	14.3752256981255	0
24	14.414266566718	1
25	14.437026052392	0
26	14.5094966227382	1
27	14.5164693214312	0
28	14.5164693214312	0
29	14.530271254148	0
30	14.5506222734541	0
31	14.5868714747457	1
32	14.5868714747457	1
33	14.6155492436807	0
34	14.6155492436807	0
35	14.664469953289	1
36	14.664469953289	1
37	14.6763055258473	1
38	14.6763055258473	1
39	14.6763055258473	1
40	14.7193548563529	1
41	14.7193548563529	1
42	14.7193548563529	1
43	14.7193548563529	1
44	14.7442141688469	1
45	14.7550385481315	1
46	14.7550385481315	1
47	14.760400110068	1
48	14.7918786819856	1
49	14.7944495715056	1
50	14.7944495715056	1
51	14.8071863139718	1
52	14.8071863139718	1
53	14.8071863139718	1
54	14.8172364313715	1
55	14.8222157751153	1
56	14.8466653929177	1
57	14.8466653929177	1
58	14.8562411590465	1
59	14.9024500605824	1
60	14.9069232400042	1
61	14.9069232400042	1
62	14.9201911248087	1
63	14.9418316505311	1
64	14.9753718186695	1
65	14.9753718186695	1
66	14.979480816835	1
67	14.979480816835	1
68	15.0057950538606	1
69	15.0057950538606	1
70	15.0057950538606	1
71	15.0057950538606	1
72	15.0470872897174	1
73	15.0470872897174	1
74	15.0470872897174	1
75	15.0891660208698	1
76	15.1938006194863	1
77	15.1938006194863	2
78	15.3246556814607	1
79	15.3246556814607	2
80	15.3246556814607	1
81	15.350153559003	1
82	15.3541036073539	1
83	15.3699721527094	2
84	15.3739558144046	2
85	15.3739558144046	2
86	15.3839426815233	2
87	15.3839426815233	2
88	15.3839426815233	1
89	15.3839426815233	1
90	15.3859446974675	2
91	15.3859446974675	2
92	15.3859446974675	2
93	15.3859446974675	2
94	15.5001124473561	1
95	15.5001124473561	2
96	15.5001124473561	1
97	15.5001124473561	2
98	15.533312064867	2
99	15.6128126933108	2
100	15.6212200465564	2
101	15.6212200465564	2
102	15.6380503404032	2
103	15.6380503404032	2
104	15.6548981079508	2
105	15.6591123259003	2
106	15.663327335805	2
107	15.663327335805	2
108	15.6801941360976	2
109	15.6801941360976	2
110	15.6801941360976	2
111	15.6801941360976	2
112	15.6844122410458	2
113	15.6844122410458	2
114	15.8403650155782	2
115	15.8403650155782	2
116	15.8697366912587	2
117	15.8697366912587	2
118	15.8906730094003	2
119	15.9220034376611	2
120	15.9220034376611	2
121	15.9240888059568	2
122	15.9240888059568	2
123	15.9365919235859	2
124	15.9365919235859	2
125	15.9532378701933	2
126	15.9532378701933	2
127	16.0524580817838	2
128	16.0606716474916	2
129	16.0606716474916	2
130	16.1301140850621	2
131	16.1301140850621	2
132	16.1301140850621	2
133	16.1544566396245	2
134	16.1544566396245	2
135	16.1544566396245	2
136	16.1544566396245	2
137	16.2189190903322	2
138	16.2489011102489	2
139	16.2489011102489	2
140	16.2489011102489	2
141	16.3379008994585	2
142	16.3379008994585	2
143	16.3496568796437	2
144	16.3574793930787	2
145	16.4427296024709	3
146	16.4427296024709	3
147	16.4427296024709	3
148	16.4676317538565	4
149	16.4676317538565	4
150	16.4676317538565	4
151	16.4676317538565	4
152	16.4695418197548	3
153	16.4695418197548	3
154	16.4771742114786	4
155	16.4809856757506	3
156	16.4809856757506	3
157	16.552797817158	3
158	16.552797817158	3
159	16.5919832117414	4
160	16.595696358728	3
161	16.595696358728	3
162	16.6491664280703	4
163	16.6491664280703	4
164	16.6491664280703	4
165	16.6491664280703	4
166	16.6710878496751	4
167	16.6710878496751	3
168	16.6783682702574	4
169	16.6783682702574	4
170	16.849041242878	4
171	16.849041242878	4
172	16.8559820485491	4
173	16.8559820485491	4
174	16.929726309621	4
175	16.929726309621	4
176	17.0381693712306	4
177	17.0381693712306	4
178	17.0512635418139	4
179	17.0512635418139	4
180	17.1222913949603	4
181	17.1222913949603	4
182	17.1587533070513	4
183	17.1587533070513	4
184	17.1587533070513	4
185	17.1885295354858	4
186	17.1885295354858	4
187	17.1978678818312	4
188	17.4363138791547	4
189	17.5126698173071	4
190	17.5238238462113	4
191	17.5238238462113	4
192	17.625190038591	4
193	17.6560636580998	4
194	17.6560636580998	4
195	17.6600695983694	4
196	17.6600695983694	4
197	17.7209060848303	4
198	17.7209060848303	4
199	17.8848394803044	4
200	17.8848394803044	4
201	17.8848394803044	4
202	17.8848394803044	4
203	17.8998383337699	4
204	17.8998383337699	4
205	17.9098047045084	4
206	17.9098047045084	4
207	17.9098047045084	4
208	17.9543362457658	4
209	18.0322789764451	4
210	18.0694903219197	4
211	18.2184199678762	4
212	18.2184199678762	4
213	15.2879642370615	2
214	15.6296327632576	2
215	15.6296327632576	2
216	16.2149099580326	2
217	16.0893477695589	2
